ssi_id,trade_id,instruction_type,settlement_method,custodian,custodian_account,agent_bank,payment_currency,instruction_status,affirmation_timestamp,matching_timestamp,created_at
8e60e2df-f72a-45aa-953a-413c4c155055,bd3c2826-0179-4d73-98cd-723dc47cae81,DVP,JSCC,Sumitomo Mitsui Trust Bank,CUST697429,Northern Trust,JPY,affirmed,2024-10-10T07:20:01,,2024-10-09T12:29:01
34bde210-3e4e-4475-b148-a9caf218f326,4bfe7311-601f-40e1-82fb-d0a66bb298d8,DVP,JSCC,Mizuho Trust & Banking,CUST838425,JP Morgan Chase Bank,JPY,matched,2024-02-20T23:09:15,2024-02-21T00:09:15,2024-02-19T13:22:15
675c313d-a09f-43a2-831a-1098ecd3af43,42465458-0ee3-44e4-aec4-b5a2c69dff51,RVP,DTC,Citi Global Custody,CUST446589,Citi Global Custody,USD,matched,2024-01-31T12:33:44,2024-01-31T13:16:44,2024-01-29T14:19:44
7b4c9f29-d466-47d8-99f2-6ce377a6982b,63cc2f62-0038-4f20-9a71-7d50355f2e08,RVP,DTC,Northern Trust,CUST665824,Mizuho Trust & Banking,USD,matched,2024-04-19T02:04:56,2024-04-19T03:47:56,2024-04-18T15:55:56
4bd6cee3-1c29-4c13-8ce4-f3a4c7e8723d,d921f0a0-3214-4c95-b6b9-38dacc0ec51e,RVP,DTC,Northern Trust,CUST891115,Euroclear Bank,USD,matched,2024-04-16T17:15:48,2024-04-16T18:51:48,2024-04-16T13:28:48
60b6e084-8cc0-4d20-935b-4e434af716f7,4405f7c7-bd58-4bd5-a573-4a7bde9f3387,RVP,DTC,BNY Mellon,CUST865859,JP Morgan Chase Bank,USD,matched,2024-10-05T00:03:48,2024-10-05T01:00:48,2024-10-03T11:48:48
1befb947-cb5b-427f-926f-f4e3d32045e8,417d4f3c-2e30-4a50-becd-9875a3ea202e,RVP,JSCC,Clearstream Banking,CUST290041,BNY Mellon,JPY,matched,2024-11-06T02:22:25,2024-11-06T04:13:25,2024-11-05T13:59:25
2a8ae0c0-0a68-42c3-8927-06f70031b1c0,8bfd9812-1744-477a-80df-892fba85c53e,DVP,DTC,BNY Mellon,CUST701885,Clearstream Banking,USD,matched,2024-07-11T19:06:43,2024-07-11T20:02:43,2024-07-11T12:37:43
4a6d0d66-ca67-42ee-a9ac-ee75bb5709e3,4044cab5-5c38-4f70-bbde-e7d06e3f5390,RVP,DTC,Citi Global Custody,CUST291878,State Street Bank,USD,affirmed,2024-12-31T15:36:09,,2024-12-30T15:50:09
9621940c-9396-4bc8-8a33-430885a560fd,e685c5b8-c7e0-49e5-b3a1-ed8d79a7cd21,RVP,DTC,JP Morgan Chase Bank,CUST195142,JP Morgan Chase Bank,USD,matched,2024-02-23T03:47:11,2024-02-23T04:55:11,2024-02-22T10:14:11
4a574fb6-2380-4fa6-b9fb-74dd0a649565,46d37e73-6639-446f-9991-2a1f699c6377,RVP,JSCC,Clearstream Banking,CUST185530,Euroclear Bank,JPY,matched,2024-11-03T10:31:20,2024-11-03T11:57:20,2024-11-01T14:05:20
ac7a3c47-b1ec-4e49-a142-66b4979dc7c1,4961dea9-174a-467f-b522-765a69eef3f8,RVP,DTC,Northern Trust,CUST684191,BNY Mellon,USD,matched,2024-09-25T04:35:24,2024-09-25T04:47:24,2024-09-23T11:05:24
a4a46333-2421-4051-ad0f-f54deac0afd9,6c0717fe-6f6a-4baf-9784-ec5ee40094c9,RVP,DTC,State Street Bank,CUST654823,BNY Mellon,USD,pending,,,2024-09-04T15:05:23
4483d41d-2e2c-46ea-855d-05ec81ea773b,07ca6191-34d6-41a8-bf53-58c48ba9a694,RVP,Clearstream,Euroclear Bank,CUST493044,State Street Bank,GBP,matched,2024-06-21T06:07:55,2024-06-21T07:24:55,2024-06-19T14:57:55
c8e85985-0212-493f-ad72-6525d1c7d838,c514aad8-5cf6-4b35-8b5c-10f887b12821,DVP,DTC,Northern Trust,CUST462018,State Street Bank,USD,matched,2024-07-24T00:20:47,2024-07-24T00:52:47,2024-07-22T11:46:47
eed96e0d-9eca-4723-bd8a-b06e465fca51,cb2f4eab-736a-45f4-b03a-65274f1f7b40,RVP,Euroclear,Mizuho Trust & Banking,CUST562104,JP Morgan Chase Bank,EUR,matched,2024-04-18T04:25:18,2024-04-18T06:24:18,2024-04-17T16:08:18
2c867210-c60b-4ac1-afd7-bac2d13a9159,62d86a79-10cb-4eaa-ba38-11f5f98c27fc,RVP,DTC,Citi Global Custody,CUST140657,Sumitomo Mitsui Trust Bank,USD,pending,,,2024-03-19T14:56:50
742b220a-8338-499d-965f-c1d90cc452f2,c4e6e052-f305-41ae-b4cd-912043055760,DVP,JSCC,Euroclear Bank,CUST213010,Euroclear Bank,JPY,matched,2024-12-21T10:20:02,2024-12-21T11:02:02,2024-12-20T12:56:02
1d7ada5d-bc5b-44f1-96d5-ac5abc27dcc2,c8477e11-ce8e-4258-9724-75c43cd3e79d,RVP,Euroclear,Euroclear Bank,CUST742978,Euroclear Bank,EUR,matched,2024-03-28T02:17:41,2024-03-28T02:41:41,2024-03-26T08:51:41
f31d4fae-d1dd-4b90-bd85-a5d6b04f3b81,c17a99a0-53eb-4b93-a333-8fe6728563fa,RVP,Clearstream,Sumitomo Mitsui Trust Bank,CUST168643,Euroclear Bank,GBP,matched,2024-10-26T09:37:23,2024-10-26T10:52:23,2024-10-24T11:36:23
fc076661-4a90-4e47-8c56-1eba82e432b3,bec25720-7395-43dd-9427-d5045ccabd6d,DVP,Euroclear,Sumitomo Mitsui Trust Bank,CUST475727,BNY Mellon,EUR,matched,2024-02-14T13:58:46,2024-02-14T14:08:46,2024-02-13T10:23:46
dbc4f966-4a77-4e2a-b247-8ac7aa03de49,5d1f0522-8618-47c8-ac6a-5baab1301e85,DVP,DTC,Citi Global Custody,CUST891267,Mizuho Trust & Banking,USD,matched,2024-08-21T08:35:19,2024-08-21T10:10:19,2024-08-19T11:08:19
2c37ab79-601c-4805-a80f-042fc277f261,1115e2a5-3aeb-4f0b-8996-f33e001fb912,RVP,DTC,BNY Mellon,CUST690344,Mizuho Trust & Banking,USD,matched,2024-10-10T08:43:35,2024-10-10T09:55:35,2024-10-09T10:44:35
e3dd25af-520e-4a48-a597-aa4691a020b8,029eb7e9-d5f9-4b48-9273-0892825ae804,RVP,DTC,Citi Global Custody,CUST396287,Euroclear Bank,USD,matched,2024-04-13T09:01:27,2024-04-13T09:31:27,2024-04-11T12:42:27
064838a3-9245-4333-ac53-91e35b3a21e5,0de224ec-2ad8-4b7e-90c9-61bd579f68fa,RVP,DTC,State Street Bank,CUST523874,Clearstream Banking,USD,matched,2024-04-12T07:22:16,2024-04-12T08:21:16,2024-04-10T12:20:16
f00c4675-430b-4ed2-93b7-c41f65f5eeb5,baa2bfe3-96d4-4356-9d33-51b2b04af4c7,DVP,JSCC,Sumitomo Mitsui Trust Bank,CUST209385,Euroclear Bank,JPY,pending,,,2024-08-22T13:29:52
834f67ac-afd4-4ce8-acd9-858f35d06ab6,a1743495-e175-4ef2-b3e4-06734a48518b,RVP,JSCC,Sumitomo Mitsui Trust Bank,CUST817280,BNY Mellon,JPY,matched,2024-04-04T07:50:09,2024-04-04T09:33:09,2024-04-03T12:01:09
eb9e2312-9ee5-4266-b2fe-a350d169c05d,140dde43-e567-4738-a336-f651209f4fbb,DVP,JSCC,Clearstream Banking,CUST716006,Mizuho Trust & Banking,JPY,matched,2024-11-27T08:02:10,2024-11-27T10:01:10,2024-11-26T10:53:10
44eed6b1-cdd1-4531-9ffc-387fd9b03263,495b1864-2215-4684-8ac9-9b1774eed47a,RVP,DTC,Citi Global Custody,CUST129321,BNY Mellon,USD,matched,2024-04-09T19:10:35,2024-04-09T20:23:35,2024-04-09T15:34:35
ae421827-2e40-47b5-ad19-325d85e11d84,280718bf-5061-40e6-976b-902aa5ae5390,DVP,DTC,JP Morgan Chase Bank,CUST965488,Clearstream Banking,USD,matched,2024-02-12T17:05:50,2024-02-12T18:55:50,2024-02-12T13:25:50
0468a226-f018-45d6-952c-ee1d52358b3e,490b14b2-2b60-4146-99fc-dba2af34a871,DVP,DTC,State Street Bank,CUST146893,Citi Global Custody,USD,matched,2024-09-12T12:31:07,2024-09-12T14:05:07,2024-09-10T13:36:07
1656e31a-8f1a-4b02-8214-38971e046e39,1e219d67-3633-4ec8-a9de-bb283d9784e6,RVP,Euroclear,Clearstream Banking,CUST848719,Citi Global Custody,EUR,matched,2024-08-06T08:08:53,2024-08-06T08:22:53,2024-08-05T10:03:53
5c38bf1c-4276-4b16-b9c9-5aef3dd46e0f,57d41b85-555a-4801-bf5e-0ced43d72114,DVP,DTC,Northern Trust,CUST500019,Citi Global Custody,USD,pending,,,2024-08-12T15:36:49
d115bc58-2974-49d6-bfcf-fd899cdf5c8e,d2a8f684-e377-4be4-8b50-6c8dca39823d,DVP,Clearstream,Euroclear Bank,CUST971685,Euroclear Bank,CHF,matched,2024-04-17T06:07:22,2024-04-17T07:56:22,2024-04-15T08:42:22
954d7d13-900f-410b-8477-37b637e32ab6,62ac5946-d2a6-442c-bf51-0ef901fc9242,DVP,JSCC,Clearstream Banking,CUST263503,JP Morgan Chase Bank,JPY,matched,2024-09-21T18:48:06,2024-09-21T18:58:06,2024-09-20T15:12:06
2d72df96-3ed9-4874-9276-e12a96b06d81,a8ba773b-900a-464d-901b-21e8b7cab4b8,RVP,DTC,JP Morgan Chase Bank,CUST698254,Northern Trust,USD,matched,2024-05-07T21:14:43,2024-05-07T22:46:43,2024-05-06T16:00:43
080963e0-e070-431b-b379-859d7f43c617,8f404028-3647-4e5e-9b03-70e59c31f2a7,DVP,JSCC,Sumitomo Mitsui Trust Bank,CUST823812,BNY Mellon,JPY,matched,2024-07-26T08:53:17,2024-07-26T09:50:17,2024-07-25T14:01:17
32b29703-e479-4cb5-9ca3-3fb0c64fdce3,b16c9b1b-2f90-4fa3-9fd5-90a60e399ac5,RVP,DTC,Citi Global Custody,CUST917076,SIX SIS,USD,matched,2024-08-23T04:08:44,2024-08-23T05:57:44,2024-08-22T14:51:44
b612c253-596d-446b-9737-885e5e0bb412,62b016af-b4c7-430a-aa94-3ca8726b629f,DVP,JSCC,Clearstream Banking,CUST829810,SIX SIS,JPY,matched,2024-06-22T17:05:08,2024-06-22T17:15:08,2024-06-21T13:41:08
97d3f9eb-b0b7-4697-864d-8d7a2f83eeb6,845cc87b-8d30-48df-8ab7-883de611c72b,RVP,DTC,State Street Bank,CUST220878,JP Morgan Chase Bank,USD,affirmed,2024-01-09T18:17:54,,2024-01-09T10:28:54
b94e88ac-5140-48b4-a7af-7fbda661a36a,6338be14-392d-40ca-b981-32fa8a397d4e,RVP,DTC,BNY Mellon,CUST443281,JP Morgan Chase Bank,USD,affirmed,2024-05-21T22:50:23,,2024-05-20T10:05:23
42983e87-a9b1-4394-8461-369c02fa8968,bf8612d2-6da3-41c2-b44a-945cbff7a6c8,RVP,Clearstream,SIX SIS,CUST697801,Northern Trust,CHF,matched,2024-04-30T10:37:05,2024-04-30T12:31:05,2024-04-29T14:45:05
d57c7d39-04c4-4b7d-ad1e-0159aa13b64f,8ce4f9f9-0bc7-4131-80d4-a868aa78527b,RVP,DTC,Northern Trust,CUST681697,SIX SIS,USD,matched,2024-01-06T00:01:21,2024-01-06T00:17:21,2024-01-05T09:51:21
1e18ff6c-8849-44dc-abb2-70a8926d0d0f,b9948662-6e6b-46d6-9d03-3aece9307d9a,RVP,Euroclear,Clearstream Banking,CUST339751,BNY Mellon,EUR,matched,2024-02-22T17:17:23,2024-02-22T17:36:23,2024-02-22T09:47:23
3f788725-4a29-48cc-aceb-4883229da62c,2d4f1c9b-ae01-47f1-be50-85fdec503e4e,RVP,DTC,BNY Mellon,CUST557125,Mizuho Trust & Banking,USD,matched,2024-03-25T17:28:46,2024-03-25T18:03:46,2024-03-25T12:34:46
d563e880-0569-4a01-8e31-9763e4d464e2,1bb2798b-ba72-4a94-b291-aa65e83c30f1,RVP,DTC,Citi Global Custody,CUST906487,BNY Mellon,USD,affirmed,2024-03-06T07:01:24,,2024-03-04T14:08:24
8dc9ac01-87bd-48a0-a6a2-39740fafc919,26b41949-d655-466f-a20f-67927b6b5074,RVP,DTC,State Street Bank,CUST696431,BNY Mellon,USD,matched,2024-11-08T10:01:44,2024-11-08T10:11:44,2024-11-07T11:54:44
30b49ec5-4d19-48d2-b1fe-f5373dbf1102,591fbe0b-eacf-4923-aba8-e5edd5496855,RVP,DTC,Citi Global Custody,CUST584479,Citi Global Custody,USD,matched,2024-05-03T00:52:07,2024-05-03T01:41:07,2024-05-02T12:53:07
ab1b4615-6293-4ab9-a415-3257c14355e7,3c1f37a3-a740-4a69-902d-5c33ebaad38f,RVP,JSCC,Clearstream Banking,CUST630154,State Street Bank,JPY,matched,2024-10-18T23:20:34,2024-10-19T00:02:34,2024-10-18T12:31:34
cb869043-12e7-4046-9e22-6ed7135044fd,70020cd5-6c3f-48fb-b96a-d26b2608ba8a,RVP,Euroclear,Mizuho Trust & Banking,CUST561929,State Street Bank,EUR,matched,2024-02-01T20:59:18,2024-02-01T21:07:18,2024-01-31T14:59:18
d2cb086c-166c-4846-b63d-6956752ada15,48a1d2a8-618b-42b1-881f-2301629259f9,DVP,Clearstream,Mizuho Trust & Banking,CUST159468,State Street Bank,EUR,matched,2024-03-21T01:56:19,2024-03-21T02:41:19,2024-03-19T12:27:19
cd856566-0b4d-457e-b4ef-450dde76cd97,ee44a994-4424-4cb3-a6cb-c67c3b1fbfbf,DVP,DTC,Northern Trust,CUST278169,Euroclear Bank,USD,matched,2024-11-27T04:02:44,2024-11-27T05:39:44,2024-11-25T09:31:44
030d962c-24f6-4267-bd31-526986dcc477,844b45d1-9c3f-42df-8ca0-d7b0a09858b0,DVP,DTC,BNY Mellon,CUST103587,Mizuho Trust & Banking,USD,matched,2024-06-07T15:41:42,2024-06-07T16:34:42,2024-06-07T14:49:42
77befdaf-abf3-4688-8668-76e6dcdff6e2,171d0f79-8491-4b0f-bb67-ddad88499d58,RVP,DTC,State Street Bank,CUST335424,BNY Mellon,USD,matched,2024-03-26T19:48:47,2024-03-26T21:42:47,2024-03-26T11:27:47
f0d99564-7f0e-4c82-943c-86e046c6dbac,edba53be-348e-4929-8489-b3e66bd3e656,RVP,Euroclear,Sumitomo Mitsui Trust Bank,CUST396189,Mizuho Trust & Banking,GBP,matched,2024-02-04T09:16:36,2024-02-04T10:10:36,2024-02-02T12:58:36
7bdf35e2-d1d4-4481-b64a-c82e9d750b77,e5c0e63c-b3ea-4861-9ae2-17ede3a8b1d4,RVP,DTC,State Street Bank,CUST461912,SIX SIS,USD,matched,2024-03-23T06:08:06,2024-03-23T06:45:06,2024-03-21T12:05:06
053b9dba-b2d5-4f95-b80c-b6ebbe80c7b1,2acac90a-457a-40f9-8b70-1b75d5fa5da5,RVP,DTC,State Street Bank,CUST251422,Northern Trust,USD,matched,2024-01-25T13:28:24,2024-01-25T14:01:24,2024-01-24T12:44:24
c7f0a676-5c00-457c-8907-a8744bca5091,41dc9ac3-3e4a-4b2f-99fb-05c2f42026d9,RVP,DTC,Citi Global Custody,CUST268104,Euroclear Bank,USD,rejected,,,2024-06-12T12:16:04
1630aae4-a38d-4f19-a069-0db7a905c5de,6ae1077d-4be0-4f8c-959c-b4be56ffb756,RVP,JSCC,Sumitomo Mitsui Trust Bank,CUST582273,Clearstream Banking,JPY,matched,2024-07-24T20:15:29,2024-07-24T20:25:29,2024-07-24T10:19:29
bd57fa2c-c8e7-45b0-9b39-e8475f332764,7fbea37a-0987-4d8d-97d8-007d7f8079c7,RVP,DTC,JP Morgan Chase Bank,CUST980945,Euroclear Bank,USD,matched,2024-06-05T18:36:15,2024-06-05T18:57:15,2024-06-04T14:46:15
bf73d55d-069b-48ab-8764-03c236b12585,faef8fc4-d050-4f31-86ab-665caba88ff3,RVP,JSCC,Sumitomo Mitsui Trust Bank,CUST574283,SIX SIS,JPY,matched,2024-10-05T19:36:53,2024-10-05T21:14:53,2024-10-04T11:53:53
409be143-86ae-44e0-ad12-ff1a6662516f,89f79476-a5d4-4bbf-9f06-d48553fef67e,DVP,DTC,State Street Bank,CUST239580,Sumitomo Mitsui Trust Bank,USD,matched,2024-08-04T09:58:09,2024-08-04T10:54:09,2024-08-02T12:10:09
aeafee97-0f07-4875-8f3b-4116675b38f0,6af9fec3-34ea-4a79-9e00-646bdfb21a2a,DVP,DTC,State Street Bank,CUST748938,Euroclear Bank,USD,matched,2024-02-15T10:36:32,2024-02-15T12:21:32,2024-02-13T13:35:32
c43ee89c-a3f0-4fe1-aae1-1c05d972e6a5,236c6381-aac0-4c3a-9bd1-d00e420e34b1,DVP,DTC,Citi Global Custody,CUST511911,JP Morgan Chase Bank,USD,matched,2024-05-14T12:47:59,2024-05-14T13:19:59,2024-05-13T15:36:59
7deaae2b-69db-4220-ad66-10f338627198,f93773ac-0655-4e84-9f35-795a35be3d0b,RVP,DTC,BNY Mellon,CUST973346,Mizuho Trust & Banking,USD,matched,2024-03-21T06:10:28,2024-03-21T08:10:28,2024-03-20T09:24:28
0aed53ca-7809-4ab4-a2e5-8f95360ca3bf,89a3066c-548e-4adf-8d37-f182c9845aa3,RVP,DTC,State Street Bank,CUST502957,Sumitomo Mitsui Trust Bank,USD,matched,2024-02-16T22:02:43,2024-02-16T23:31:43,2024-02-16T11:05:43
916a70f0-40e2-4532-b718-3e1f9f36a03a,af258df4-672d-4dc0-ba1f-0309ec5ee928,RVP,DTC,Citi Global Custody,CUST504719,Mizuho Trust & Banking,USD,matched,2024-09-21T09:35:19,2024-09-21T10:06:19,2024-09-19T10:05:19
bb1c09ce-d222-4284-a305-c6c118593934,5162b703-9a1a-4f4a-b2c3-6d5b571cde1c,RVP,DTC,Northern Trust,CUST703003,Citi Global Custody,USD,matched,2024-03-14T05:16:03,2024-03-14T06:12:03,2024-03-12T09:05:03
5b08bd62-0998-4ceb-8fd1-2efb30c9aad1,37271f59-e340-4339-92e7-8ef6e23c0e43,DVP,DTC,Citi Global Custody,CUST610326,Euroclear Bank,USD,matched,2024-10-25T22:40:58,2024-10-26T00:22:58,2024-10-25T13:36:58
b90d2da1-4975-4170-95a3-d5152cc82fb6,e7aa4d0c-991a-472d-a839-a664b0eb4f6a,RVP,DTC,Northern Trust,CUST137016,State Street Bank,USD,matched,2024-06-20T04:24:29,2024-06-20T06:21:29,2024-06-18T09:28:29
c55f7fa1-a39c-40e9-9bba-72d21fa6fc1b,bf7b5270-7a3b-4916-b7d0-668d0a4eaced,DVP,DTC,BNY Mellon,CUST155315,Euroclear Bank,USD,pending,,,2024-04-19T10:45:17
3b7eecca-2277-449d-baa6-1661ef444958,c292fb97-e6ab-4138-a912-c19dd18dfe84,DVP,DTC,Citi Global Custody,CUST879704,JP Morgan Chase Bank,USD,matched,2024-02-02T10:08:24,2024-02-02T10:38:24,2024-02-01T09:24:24
7b171883-0470-4087-a6f8-7ae93207fe25,e363d294-4026-4ec4-8725-4265e5b391ae,RVP,Euroclear,SIX SIS,CUST968487,SIX SIS,EUR,matched,2024-01-11T12:52:45,2024-01-11T14:11:45,2024-01-10T15:06:45
837a0b9c-5541-4adf-a5ee-c9f25d0bd9fc,7d251fc5-3e1d-4571-bd9c-962220cba51f,DVP,JSCC,Clearstream Banking,CUST689181,JP Morgan Chase Bank,JPY,matched,2024-11-01T17:26:57,2024-11-01T19:13:57,2024-11-01T10:30:57
13b4020a-d5e4-4bb0-96fc-987639026e7e,f14fd2c0-060c-4dee-9817-8bac4a246d92,DVP,DTC,State Street Bank,CUST529580,JP Morgan Chase Bank,USD,matched,2024-03-23T22:05:42,2024-03-23T23:29:42,2024-03-22T09:33:42
ad838b89-af2b-4a2a-a094-f480e325e237,ca801867-e50a-46ac-b723-04a1f603e40d,DVP,Clearstream,Mizuho Trust & Banking,CUST989186,Citi Global Custody,CHF,matched,2024-10-31T09:32:47,2024-10-31T11:05:47,2024-10-30T13:55:47
ec22d666-2a2a-4ac7-90e8-887413509439,635684a5-4dd9-416e-8a87-4ef24122f32c,RVP,DTC,State Street Bank,CUST201784,BNY Mellon,USD,affirmed,2024-09-10T20:11:11,,2024-09-09T13:24:11
cd508fd3-7d81-4efb-b064-98caa1381ea6,2c61ea56-e780-4868-9d22-7571922c24d2,RVP,DTC,Citi Global Custody,CUST120923,Mizuho Trust & Banking,USD,matched,2024-03-07T23:53:11,2024-03-08T01:36:11,2024-03-07T12:08:11
9626079c-b97b-4d90-8737-3d69ade6797b,353997eb-88d7-499f-9741-1a3fe5142924,RVP,DTC,Northern Trust,CUST699691,JP Morgan Chase Bank,USD,matched,2024-07-06T15:59:45,2024-07-06T17:18:45,2024-07-05T09:38:45
7c0798f4-4d0a-40af-93aa-9111aa705afe,106b7f15-a466-48a3-9980-0f90ac49cc95,DVP,JSCC,Clearstream Banking,CUST460530,Euroclear Bank,JPY,matched,2024-09-08T12:41:11,2024-09-08T13:58:11,2024-09-06T14:23:11
570cb588-3ad7-4017-af7d-272df37614b6,8bd62203-f479-45c6-9f9b-ac6565a3d40a,RVP,Euroclear,Clearstream Banking,CUST810277,Clearstream Banking,EUR,affirmed,2024-06-07T09:07:11,,2024-06-06T12:38:11
ecb68f7c-9039-433e-a7c8-f35404a45c36,cff5e7ae-cb3d-481d-a7a3-3d8faaf536ed,RVP,DTC,State Street Bank,CUST845965,State Street Bank,USD,matched,2024-04-24T12:59:06,2024-04-24T13:41:06,2024-04-23T14:48:06
a7e08641-cc34-466c-ad79-e724ce6cd672,b8347443-fe02-404f-97f2-be54a086cad9,RVP,DTC,Citi Global Custody,CUST718998,Clearstream Banking,USD,pending,,,2024-02-15T15:51:42
bd983086-3fb0-4609-a3ab-988854bb3f39,cf3a65a9-c7d1-4c6d-9a14-83c52e15600a,RVP,DTC,State Street Bank,CUST645712,BNY Mellon,USD,matched,2024-01-27T00:00:46,2024-01-27T00:40:46,2024-01-25T12:44:46
cdbc76b6-a8cf-4a8e-89af-af17130ff950,1792f79d-034b-4dbf-b26e-82d102d68ea5,DVP,DTC,State Street Bank,CUST834543,Northern Trust,USD,affirmed,2024-10-23T07:36:43,,2024-10-22T14:57:43
2691d705-2cbb-4db6-b168-2a714951667f,9fee233b-c8f1-4124-96d6-fad2d4ab4011,DVP,DTC,Citi Global Custody,CUST896671,SIX SIS,USD,matched,2024-02-08T06:17:56,2024-02-08T07:57:56,2024-02-07T11:32:56
3e69a488-50ae-4e7b-b0ac-1e579c2073c1,83b39078-0976-441d-8526-192df68eaad8,DVP,JSCC,Clearstream Banking,CUST754489,BNY Mellon,JPY,matched,2024-03-25T23:21:27,2024-03-26T01:17:27,2024-03-25T14:20:27
f16aeec4-43d4-40d7-b49a-d9855de005df,f387c471-e842-4398-9d67-5b68b4c87c23,DVP,DTC,Citi Global Custody,CUST592957,Clearstream Banking,USD,matched,2024-10-04T01:49:18,2024-10-04T03:49:18,2024-10-03T11:55:18
76ca3493-07a7-47b1-8304-3cd6e59b08b1,6b7d1109-26f7-45bf-92b4-439b1d1b16c0,RVP,DTC,JP Morgan Chase Bank,CUST942159,Sumitomo Mitsui Trust Bank,USD,matched,2024-05-31T15:06:40,2024-05-31T15:57:40,2024-05-30T16:10:40
285a2ef8-4395-46de-8fe9-cce58a28bf19,cef1c22a-db84-45d0-8497-51970c9eb2c3,RVP,DTC,Northern Trust,CUST463058,Northern Trust,USD,matched,2024-03-01T11:41:25,2024-03-01T12:02:25,2024-02-29T12:08:25
bb740b2e-9fd7-4d0a-b9f7-e2446c0f502b,8cb2a359-f225-4064-8f39-f37b4abe3b89,RVP,DTC,JP Morgan Chase Bank,CUST804441,State Street Bank,USD,matched,2024-08-16T15:27:28,2024-08-16T16:29:28,2024-08-16T09:42:28
c8364128-7b7d-488b-a4e6-5693265c710b,29651049-097c-4be5-b17b-efd1c032cda4,RVP,DTC,JP Morgan Chase Bank,CUST950138,JP Morgan Chase Bank,USD,matched,2024-06-25T23:48:26,2024-06-25T23:55:26,2024-06-25T16:00:26
e1e5ddc3-fd25-4bc4-b4fa-d1edcddcd020,83d32476-a40a-4551-b4e0-89824a69e14d,DVP,DTC,State Street Bank,CUST168114,JP Morgan Chase Bank,USD,affirmed,2024-12-18T17:58:30,,2024-12-17T16:18:30
fe1321c2-5bc3-4fb2-bfbb-829fa81c343e,c6d5ca5d-58a5-484f-ac2d-3b758b37249f,DVP,JSCC,Mizuho Trust & Banking,CUST858232,BNY Mellon,JPY,matched,2024-12-12T18:47:07,2024-12-12T18:53:07,2024-12-12T13:33:07
af038e68-45c1-4fa9-a926-619f5bf44968,963b562d-9134-4feb-b95b-4fa86d8f9011,RVP,DTC,Northern Trust,CUST263833,Mizuho Trust & Banking,USD,matched,2024-11-02T05:59:58,2024-11-02T06:13:58,2024-10-31T11:41:58
