charge_id,fail_id,charge_date,charge_type,charge_amount,charge_currency,charged_party,payment_status,calculation_method,created_at
8f148fee-7c51-4019-a40c-4bd86a0d2da6,2800530e-a53f-4e3f-95be-e23b0a62b05f,2025-01-10,daily_fail_fee,19.53,USD,seller,paid,"Daily fail fee: 100,692.34 × 1.94 bps",2025-01-10T16:07:00
90371bb0-7664-45b3-a02b-0a0117bfb6b9,2800530e-a53f-4e3f-95be-e23b0a62b05f,2025-01-13,interest_charge,95.9,USD,seller,paid,"Interest charge: 100,692.34 × 9.52 bps",2025-01-13T16:02:00
13da6442-a852-4113-9e63-c6e884f39596,2800530e-a53f-4e3f-95be-e23b0a62b05f,2025-01-10,administrative_fee,339.66,USD,seller,disputed,Administrative processing fee for aged fail,2025-01-10T13:44:00
42cd2dc3-7478-487b-87e9-21076bb4990a,2800530e-a53f-4e3f-95be-e23b0a62b05f,2025-01-02,interest_charge,47.13,USD,seller,paid,"Interest charge: 100,692.34 × 4.68 bps",2025-01-02T17:48:00
876c0fdd-454f-431b-b075-30f82da479fa,b732a907-80ae-4419-9a34-5b0b2a2a943a,2024-04-18,daily_fail_fee,0.83,CHF,seller,paid,"Daily fail fee: 4,827.16 × 1.72 bps",2024-04-18T17:47:00
9e83a3f8-2cd1-49a0-b6b8-8850546c9b1a,b732a907-80ae-4419-9a34-5b0b2a2a943a,2024-04-19,daily_fail_fee,0.93,CHF,seller,disputed,"Daily fail fee: 4,827.16 × 1.92 bps",2024-04-19T11:40:00
06246654-7170-4ed5-889f-23019a67987e,b732a907-80ae-4419-9a34-5b0b2a2a943a,2024-04-20,daily_fail_fee,1.34,CHF,seller,paid,"Daily fail fee: 4,827.16 × 2.77 bps",2024-04-20T11:49:00
2c5377b1-0b4e-452f-a6cb-0a8ab5dfa34a,628f2317-0647-4812-bbcf-fe91f21721a9,2024-06-11,daily_fail_fee,5.49,USD,buyer,pending,"Daily fail fee: 20,553.64 × 2.67 bps",2024-06-11T18:01:00
a160db62-cabe-4426-a21b-c7f48e833471,27cebf74-5c87-44b0-b344-76648d3b7c13,2024-02-07,daily_fail_fee,3.46,GBP,buyer,paid,"Daily fail fee: 11,341.58 × 3.05 bps",2024-02-07T10:08:00
52aa4579-92d9-4541-b471-954a1144eef4,541055cc-3e48-4179-a4b0-c8f79785b134,2024-09-21,daily_fail_fee,11.0,USD,buyer,paid,"Daily fail fee: 29,742.10 × 3.70 bps",2024-09-21T09:22:00
c9bda412-3ac9-46af-a253-d5804f9383a3,541055cc-3e48-4179-a4b0-c8f79785b134,2024-09-22,daily_fail_fee,13.12,USD,buyer,disputed,"Daily fail fee: 29,742.10 × 4.41 bps",2024-09-22T17:19:00
b0b575a6-fa34-48d7-ac4f-aefbb9ee9cf5,69b7b0ef-4f92-4a0f-a733-25ef4a6a3f2d,2024-06-21,daily_fail_fee,9.81,USD,seller,disputed,"Daily fail fee: 23,820.57 × 4.12 bps",2024-06-21T12:49:00
7f80c20d-1e51-47ce-af4d-9461a5b94796,69b7b0ef-4f92-4a0f-a733-25ef4a6a3f2d,2024-06-22,daily_fail_fee,6.75,USD,seller,paid,"Daily fail fee: 23,820.57 × 2.83 bps",2024-06-22T13:58:00
f4761b35-d21f-46c2-a78d-20c20ae75ac3,cbde22f5-4e96-4863-b81e-6e6b014a4ba8,2024-04-23,daily_fail_fee,3.61,USD,buyer,pending,"Daily fail fee: 9,331.29 × 3.87 bps",2024-04-23T09:02:00
05a9cb83-67f0-42f2-95e9-ac66d3845046,cbde22f5-4e96-4863-b81e-6e6b014a4ba8,2024-04-24,daily_fail_fee,4.59,USD,buyer,paid,"Daily fail fee: 9,331.29 × 4.92 bps",2024-04-24T11:43:00
b57c8cf9-252e-4273-90a5-47437146463a,cbde22f5-4e96-4863-b81e-6e6b014a4ba8,2024-04-25,daily_fail_fee,3.84,USD,buyer,pending,"Daily fail fee: 9,331.29 × 4.12 bps",2024-04-25T17:27:00
e48cd4e0-e687-4129-b9da-f47c6f639c1e,5bfa0291-3178-490c-9656-e3ae685b59a6,2024-11-02,daily_fail_fee,2601.77,CHF,buyer,paid,"Daily fail fee: 5,512,837.87 × 4.72 bps",2024-11-02T17:32:00
a003f231-e2c2-4439-bbb6-fb58642ed969,5bfa0291-3178-490c-9656-e3ae685b59a6,2024-11-03,daily_fail_fee,1191.25,CHF,buyer,paid,"Daily fail fee: 5,512,837.87 × 2.16 bps",2024-11-03T16:37:00
a42dd1b1-ae52-4127-827a-f6cd0acd4e98,5bfa0291-3178-490c-9656-e3ae685b59a6,2024-11-04,daily_fail_fee,2728.71,CHF,buyer,paid,"Daily fail fee: 5,512,837.87 × 4.95 bps",2024-11-04T10:42:00
75410ca4-367b-4a5e-9e47-3fa4ebac9f58,5bfa0291-3178-490c-9656-e3ae685b59a6,2024-11-05,daily_fail_fee,1482.27,CHF,buyer,paid,"Daily fail fee: 5,512,837.87 × 2.69 bps",2024-11-05T14:46:00
b6a20a92-0de6-4515-ae14-deecf4a3a15f,5bfa0291-3178-490c-9656-e3ae685b59a6,2024-11-06,daily_fail_fee,2455.45,CHF,buyer,paid,"Daily fail fee: 5,512,837.87 × 4.45 bps",2024-11-06T09:25:00
c98109b4-d8e1-4487-abe5-70e3f3c2bb78,5bfa0291-3178-490c-9656-e3ae685b59a6,2024-11-07,daily_fail_fee,2342.5,CHF,buyer,paid,"Daily fail fee: 5,512,837.87 × 4.25 bps",2024-11-07T09:32:00
88c3c06b-ce8d-4390-ac4c-873e01248779,5bfa0291-3178-490c-9656-e3ae685b59a6,2024-11-08,daily_fail_fee,1643.35,CHF,buyer,paid,"Daily fail fee: 5,512,837.87 × 2.98 bps",2024-11-08T10:42:00
a1d85dc4-e459-47c1-9670-d4c0b6068761,5bfa0291-3178-490c-9656-e3ae685b59a6,2024-11-09,daily_fail_fee,1721.7,CHF,buyer,paid,"Daily fail fee: 5,512,837.87 × 3.12 bps",2024-11-09T11:26:00
7344be41-29fa-43b5-a101-d24c8d342246,5bfa0291-3178-490c-9656-e3ae685b59a6,2024-11-10,daily_fail_fee,2595.08,CHF,buyer,paid,"Daily fail fee: 5,512,837.87 × 4.71 bps",2024-11-10T16:57:00
5da42002-ec76-4735-9788-3f57ee4b2423,5bfa0291-3178-490c-9656-e3ae685b59a6,2024-11-07,interest_charge,1210.95,CHF,buyer,paid,"Interest charge: 5,512,837.87 × 2.20 bps",2024-11-07T14:56:00
98cb8197-5331-4263-a2bf-89d622b43897,5bfa0291-3178-490c-9656-e3ae685b59a6,2024-11-04,interest_charge,3130.81,CHF,buyer,paid,"Interest charge: 5,512,837.87 × 5.68 bps",2024-11-04T17:10:00
2f4753f4-587e-44d0-bcfc-74984ad5acb7,73754e74-46d5-4ec6-938f-d9e53b750539,2024-06-11,daily_fail_fee,20.3,EUR,buyer,paid,"Daily fail fee: 116,936.63 × 1.74 bps",2024-06-11T15:32:00
c3a7390b-ffd9-43ea-95f3-7ff4cf9d232a,73754e74-46d5-4ec6-938f-d9e53b750539,2024-06-12,daily_fail_fee,50.55,EUR,buyer,paid,"Daily fail fee: 116,936.63 × 4.32 bps",2024-06-12T17:44:00
96778731-4098-4a88-bb35-a89ed57d1780,73754e74-46d5-4ec6-938f-d9e53b750539,2024-06-13,daily_fail_fee,43.86,EUR,buyer,paid,"Daily fail fee: 116,936.63 × 3.75 bps",2024-06-13T14:05:00
cfa1a1bb-c05d-42d1-bab6-5b811494d695,155b1958-5d89-46e5-a150-b74afb0aaf57,2024-02-17,daily_fail_fee,5.64,USD,intermediary,waived,"Daily fail fee: 11,760.51 × 4.80 bps",2024-02-17T13:10:00
f27e75cc-e739-461e-a0ed-72d01c258b46,155b1958-5d89-46e5-a150-b74afb0aaf57,2024-02-18,daily_fail_fee,2.06,USD,intermediary,disputed,"Daily fail fee: 11,760.51 × 1.75 bps",2024-02-18T17:43:00
f3280373-99ef-47ea-a166-e719aea577eb,badf3130-8ca8-4731-803d-6fadeba2a602,2024-08-20,daily_fail_fee,24906.02,USD,seller,paid,"Daily fail fee: 54,523,256.93 × 4.57 bps",2024-08-20T17:00:00
9cfb513a-b129-4afa-8be0-fffa88b75e2a,badf3130-8ca8-4731-803d-6fadeba2a602,2024-08-21,daily_fail_fee,15567.47,USD,seller,paid,"Daily fail fee: 54,523,256.93 × 2.86 bps",2024-08-21T11:51:00
f042ebd7-564e-4593-866a-fca2a1d818c8,badf3130-8ca8-4731-803d-6fadeba2a602,2024-08-22,daily_fail_fee,12387.49,USD,seller,paid,"Daily fail fee: 54,523,256.93 × 2.27 bps",2024-08-22T10:20:00
191b0f64-becd-451d-a12c-4a4bfaf9f0b1,5d3c22ad-62c0-4037-8490-1d6a18da6c5e,2024-07-13,daily_fail_fee,73.31,USD,seller,paid,"Daily fail fee: 210,060.18 × 3.49 bps",2024-07-13T10:27:00
051ecf7c-352b-4085-b80f-06b3c40b961d,5d3c22ad-62c0-4037-8490-1d6a18da6c5e,2024-07-14,daily_fail_fee,48.12,USD,seller,paid,"Daily fail fee: 210,060.18 × 2.29 bps",2024-07-14T15:24:00
5b05b502-ce61-40b1-b6fe-fb3816e3a16f,5d3c22ad-62c0-4037-8490-1d6a18da6c5e,2024-07-15,daily_fail_fee,45.91,USD,seller,paid,"Daily fail fee: 210,060.18 × 2.19 bps",2024-07-15T11:58:00
b60f916f-86c3-4d83-b538-98f025d0bcf5,5d3c22ad-62c0-4037-8490-1d6a18da6c5e,2024-07-16,daily_fail_fee,67.81,USD,seller,waived,"Daily fail fee: 210,060.18 × 3.23 bps",2024-07-16T16:01:00
1fc2ba21-23ed-414a-87c9-21782cf8e1a9,5d3c22ad-62c0-4037-8490-1d6a18da6c5e,2024-07-17,daily_fail_fee,47.65,USD,seller,disputed,"Daily fail fee: 210,060.18 × 2.27 bps",2024-07-17T12:07:00
48e13aa4-a71f-4a28-b4e7-6c0b4cb0d3d0,5d3c22ad-62c0-4037-8490-1d6a18da6c5e,2024-07-18,daily_fail_fee,85.97,USD,seller,paid,"Daily fail fee: 210,060.18 × 4.09 bps",2024-07-18T14:21:00
026860d0-7a7f-4f64-9f5e-aa66adb54784,5d3c22ad-62c0-4037-8490-1d6a18da6c5e,2024-07-19,daily_fail_fee,61.58,USD,seller,paid,"Daily fail fee: 210,060.18 × 2.93 bps",2024-07-19T17:04:00
5b60f19b-5532-464e-a30f-3535f7091d85,5d3c22ad-62c0-4037-8490-1d6a18da6c5e,2024-07-20,daily_fail_fee,101.11,USD,seller,paid,"Daily fail fee: 210,060.18 × 4.81 bps",2024-07-20T13:55:00
b02d7d80-564f-42b8-ac62-dfa923f5b109,5d3c22ad-62c0-4037-8490-1d6a18da6c5e,2024-07-21,daily_fail_fee,54.32,USD,seller,paid,"Daily fail fee: 210,060.18 × 2.59 bps",2024-07-21T16:34:00
b1a69d3d-6c90-4c80-94a0-062ed3097761,5d3c22ad-62c0-4037-8490-1d6a18da6c5e,2024-07-22,daily_fail_fee,58.09,USD,seller,paid,"Daily fail fee: 210,060.18 × 2.77 bps",2024-07-22T12:33:00
78739585-df88-4b87-8307-327755e78dac,5d3c22ad-62c0-4037-8490-1d6a18da6c5e,2024-07-14,interest_charge,188.72,USD,seller,paid,"Interest charge: 210,060.18 × 8.98 bps",2024-07-14T08:00:00
1ad8b86a-8a69-4bdf-b6c7-d524117d7704,5d3c22ad-62c0-4037-8490-1d6a18da6c5e,2024-07-18,interest_charge,86.02,USD,seller,paid,"Interest charge: 210,060.18 × 4.10 bps",2024-07-18T18:11:00
1a2ca05a-290d-4c87-8e8c-c1ff5d1cd106,5d3c22ad-62c0-4037-8490-1d6a18da6c5e,2024-07-27,interest_charge,136.32,USD,seller,disputed,"Interest charge: 210,060.18 × 6.49 bps",2024-07-27T13:40:00
6b941191-e233-4aa3-b1ff-1197c71f2ecb,7a63bd13-2b92-4b6a-b370-16aab8b1f860,2024-05-24,daily_fail_fee,784.66,JPY,seller,paid,"Daily fail fee: 1,578,906.47 × 4.97 bps",2024-05-24T18:01:00
49462e8b-5d82-420e-9d67-2a734213c805,7a63bd13-2b92-4b6a-b370-16aab8b1f860,2024-05-25,daily_fail_fee,646.68,JPY,seller,paid,"Daily fail fee: 1,578,906.47 × 4.10 bps",2024-05-25T08:07:00
810ad2c1-27f3-4a83-80db-65d568d33e4d,7a63bd13-2b92-4b6a-b370-16aab8b1f860,2024-05-26,daily_fail_fee,222.11,JPY,seller,paid,"Daily fail fee: 1,578,906.47 × 1.41 bps",2024-05-26T13:40:00
d9b33178-4325-4287-991e-88809634e035,7a63bd13-2b92-4b6a-b370-16aab8b1f860,2024-05-27,daily_fail_fee,166.22,JPY,seller,paid,"Daily fail fee: 1,578,906.47 × 1.05 bps",2024-05-27T14:53:00
faec74e6-54f7-43b5-92a9-1e13afec1f83,7a63bd13-2b92-4b6a-b370-16aab8b1f860,2024-05-28,daily_fail_fee,552.97,JPY,seller,paid,"Daily fail fee: 1,578,906.47 × 3.50 bps",2024-05-28T10:36:00
89e21e21-807c-426a-bc38-b32bdcd38662,7a63bd13-2b92-4b6a-b370-16aab8b1f860,2024-05-29,daily_fail_fee,634.24,JPY,seller,pending,"Daily fail fee: 1,578,906.47 × 4.02 bps",2024-05-29T18:41:00
5cfb901c-14d5-400f-83c3-c45f7bd9e4d0,7a63bd13-2b92-4b6a-b370-16aab8b1f860,2024-05-30,daily_fail_fee,537.29,JPY,seller,pending,"Daily fail fee: 1,578,906.47 × 3.40 bps",2024-05-30T10:10:00
6967f9a0-f17b-4cd8-841b-790975c126c5,7a63bd13-2b92-4b6a-b370-16aab8b1f860,2024-05-31,daily_fail_fee,301.29,JPY,seller,pending,"Daily fail fee: 1,578,906.47 × 1.91 bps",2024-05-31T17:13:00
829c8443-ff31-43da-825a-eb2169033366,7a63bd13-2b92-4b6a-b370-16aab8b1f860,2024-06-01,daily_fail_fee,676.3,JPY,seller,paid,"Daily fail fee: 1,578,906.47 × 4.28 bps",2024-06-01T08:24:00
80685efe-2e94-44de-a0db-d0cd77087ae3,7a63bd13-2b92-4b6a-b370-16aab8b1f860,2024-05-26,interest_charge,1435.46,JPY,seller,pending,"Interest charge: 1,578,906.47 × 9.09 bps",2024-05-26T15:40:00
4ff87e88-8f52-49f9-80b1-364834467497,7a63bd13-2b92-4b6a-b370-16aab8b1f860,2024-05-27,interest_charge,340.81,JPY,seller,pending,"Interest charge: 1,578,906.47 × 2.16 bps",2024-05-27T12:50:00
63be4552-a706-4d9f-b301-fcbeff933e99,0e1d5e2a-ca10-4283-aa0b-1e3402b3d1ed,2024-05-10,daily_fail_fee,2.18,GBP,intermediary,paid,"Daily fail fee: 4,728.08 × 4.62 bps",2024-05-10T14:08:00
a58ad43b-5302-4424-8204-b6e2e5099d95,0e1d5e2a-ca10-4283-aa0b-1e3402b3d1ed,2024-05-11,daily_fail_fee,0.96,GBP,intermediary,paid,"Daily fail fee: 4,728.08 × 2.04 bps",2024-05-11T15:23:00
6e333dd3-3358-4651-aa3f-db8fde11effa,0e1d5e2a-ca10-4283-aa0b-1e3402b3d1ed,2024-05-12,daily_fail_fee,0.93,GBP,intermediary,disputed,"Daily fail fee: 4,728.08 × 1.96 bps",2024-05-12T18:18:00
6e57db52-e751-4f56-ad2f-283a7308c988,0e1d5e2a-ca10-4283-aa0b-1e3402b3d1ed,2024-05-13,daily_fail_fee,2.35,GBP,intermediary,paid,"Daily fail fee: 4,728.08 × 4.98 bps",2024-05-13T13:31:00
25dd5f7e-404a-4da6-a5fa-d6ea73941086,0e1d5e2a-ca10-4283-aa0b-1e3402b3d1ed,2024-05-14,daily_fail_fee,2.14,GBP,intermediary,paid,"Daily fail fee: 4,728.08 × 4.54 bps",2024-05-14T18:48:00
d4f9da68-b44a-420c-9566-4eb24a18ddf2,0e1d5e2a-ca10-4283-aa0b-1e3402b3d1ed,2024-05-12,interest_charge,2.1,GBP,intermediary,disputed,"Interest charge: 4,728.08 × 4.44 bps",2024-05-12T17:23:00
89d0187a-9fd3-4678-bfb1-6adac3f5defd,169c1995-3ae8-4b50-9e70-265d60c3509e,2024-07-13,daily_fail_fee,22.79,USD,buyer,paid,"Daily fail fee: 49,490.98 × 4.61 bps",2024-07-13T15:16:00
ae0407a1-c811-4c70-b89c-8ac86ed81228,169c1995-3ae8-4b50-9e70-265d60c3509e,2024-07-14,daily_fail_fee,5.93,USD,buyer,pending,"Daily fail fee: 49,490.98 × 1.20 bps",2024-07-14T15:50:00
fabc3bb0-d841-423c-b020-60828905987c,169c1995-3ae8-4b50-9e70-265d60c3509e,2024-07-15,daily_fail_fee,9.07,USD,buyer,paid,"Daily fail fee: 49,490.98 × 1.83 bps",2024-07-15T12:23:00
0981dfca-fbdb-4704-9a69-3718d7d29741,13adb700-0091-472b-b558-5c9d2238acd0,2024-05-30,daily_fail_fee,15.72,USD,seller,paid,"Daily fail fee: 77,936.58 × 2.02 bps",2024-05-30T12:24:00
1cb0ba5b-b017-43eb-8b5f-b0b119b68064,13adb700-0091-472b-b558-5c9d2238acd0,2024-05-31,daily_fail_fee,28.22,USD,seller,paid,"Daily fail fee: 77,936.58 × 3.62 bps",2024-05-31T16:42:00
d291c35c-9346-4dcf-b948-b23b542620f6,13adb700-0091-472b-b558-5c9d2238acd0,2024-06-01,daily_fail_fee,33.44,USD,seller,pending,"Daily fail fee: 77,936.58 × 4.29 bps",2024-06-01T16:12:00
9bd76627-2051-4e26-9cc5-3800240e10d4,13adb700-0091-472b-b558-5c9d2238acd0,2024-06-02,daily_fail_fee,28.56,USD,seller,paid,"Daily fail fee: 77,936.58 × 3.67 bps",2024-06-02T16:12:00
c0092076-814c-4e1f-be3c-44ad1e45791b,13adb700-0091-472b-b558-5c9d2238acd0,2024-06-03,daily_fail_fee,32.31,USD,seller,paid,"Daily fail fee: 77,936.58 × 4.15 bps",2024-06-03T11:42:00
239f48a7-6674-40e9-9df5-9d02cf4f0aac,13adb700-0091-472b-b558-5c9d2238acd0,2024-06-04,daily_fail_fee,37.09,USD,seller,pending,"Daily fail fee: 77,936.58 × 4.76 bps",2024-06-04T16:27:00
691444f3-b8d1-4873-8847-2a1cf0c8caf9,13adb700-0091-472b-b558-5c9d2238acd0,2024-06-05,daily_fail_fee,27.43,USD,seller,paid,"Daily fail fee: 77,936.58 × 3.52 bps",2024-06-05T15:13:00
e01d7b57-8180-486c-9cdf-c2cee1f4fb45,13adb700-0091-472b-b558-5c9d2238acd0,2024-06-06,daily_fail_fee,21.33,USD,seller,pending,"Daily fail fee: 77,936.58 × 2.74 bps",2024-06-06T12:33:00
656dce95-3536-4b6c-8a59-9f018256ff22,13adb700-0091-472b-b558-5c9d2238acd0,2024-06-07,daily_fail_fee,17.56,USD,seller,pending,"Daily fail fee: 77,936.58 × 2.25 bps",2024-06-07T18:51:00
b7e29525-1c7f-4073-b205-ad54a13a5e73,13adb700-0091-472b-b558-5c9d2238acd0,2024-06-08,daily_fail_fee,22.16,USD,seller,pending,"Daily fail fee: 77,936.58 × 2.84 bps",2024-06-08T15:00:00
d5803dec-28a5-4e8b-9c40-791810278e31,13adb700-0091-472b-b558-5c9d2238acd0,2024-06-17,interest_charge,30.78,USD,seller,paid,"Interest charge: 77,936.58 × 3.95 bps",2024-06-17T18:26:00
6f3092d0-6ade-44c7-8a73-c24fc834fedf,13adb700-0091-472b-b558-5c9d2238acd0,2024-06-12,interest_charge,56.54,USD,seller,paid,"Interest charge: 77,936.58 × 7.26 bps",2024-06-12T12:15:00
5e26849b-7e41-4679-9e48-55a3cb841621,13adb700-0091-472b-b558-5c9d2238acd0,2024-07-07,interest_charge,58.64,USD,seller,paid,"Interest charge: 77,936.58 × 7.52 bps",2024-07-07T08:22:00
a331dc61-cc52-4d44-b74a-0e3bfff98f14,1e44b9a9-5c3a-4160-bacc-997889b9d433,2024-12-11,daily_fail_fee,27.53,USD,seller,paid,"Daily fail fee: 251,424.92 × 1.10 bps",2024-12-11T12:20:00
75e3523e-a9c8-4316-ae65-dd91a87f8127,1e44b9a9-5c3a-4160-bacc-997889b9d433,2024-12-12,daily_fail_fee,105.57,USD,seller,pending,"Daily fail fee: 251,424.92 × 4.20 bps",2024-12-12T08:38:00
105621f2-ec9f-484d-9416-699f6739f4a1,1e44b9a9-5c3a-4160-bacc-997889b9d433,2024-12-13,daily_fail_fee,42.73,USD,seller,pending,"Daily fail fee: 251,424.92 × 1.70 bps",2024-12-13T15:10:00
8e76d7fe-94b8-4c59-b7e8-4dde384dfa4e,989786c8-6518-4e46-a4d8-45abc5c6caa2,2024-04-03,daily_fail_fee,136.9,USD,seller,paid,"Daily fail fee: 348,245.55 × 3.93 bps",2024-04-03T15:12:00
398677ea-9ff5-4454-bddd-a03b6296e006,989786c8-6518-4e46-a4d8-45abc5c6caa2,2024-04-04,daily_fail_fee,73.88,USD,seller,disputed,"Daily fail fee: 348,245.55 × 2.12 bps",2024-04-04T17:48:00
dad0826c-5b48-4e89-9371-79d249008fe0,989786c8-6518-4e46-a4d8-45abc5c6caa2,2024-04-05,daily_fail_fee,62.15,USD,seller,paid,"Daily fail fee: 348,245.55 × 1.78 bps",2024-04-05T15:28:00
a6aa2f6c-c97f-408d-8370-8366ea007e2f,eb264232-997c-4c04-bd28-a19243fcd02b,2024-03-26,daily_fail_fee,32.49,GBP,buyer,paid,"Daily fail fee: 69,744.34 × 4.66 bps",2024-03-26T10:54:00
cc72d0c6-b522-491e-92f9-8cc664a30fb5,eb264232-997c-4c04-bd28-a19243fcd02b,2024-03-27,daily_fail_fee,34.09,GBP,buyer,paid,"Daily fail fee: 69,744.34 × 4.89 bps",2024-03-27T18:50:00
dc8895ca-55e9-4521-b50c-fcecba416561,eb264232-997c-4c04-bd28-a19243fcd02b,2024-03-28,daily_fail_fee,32.7,GBP,buyer,paid,"Daily fail fee: 69,744.34 × 4.69 bps",2024-03-28T18:00:00
7107e768-9d4d-43ac-81e3-2b29d35b7cb7,eb264232-997c-4c04-bd28-a19243fcd02b,2024-03-29,daily_fail_fee,13.72,GBP,buyer,disputed,"Daily fail fee: 69,744.34 × 1.97 bps",2024-03-29T09:26:00
5b8d0e30-7354-4ecc-8628-cf8be96aff8d,eb264232-997c-4c04-bd28-a19243fcd02b,2024-03-30,daily_fail_fee,10.82,GBP,buyer,paid,"Daily fail fee: 69,744.34 × 1.55 bps",2024-03-30T13:07:00
33e398ee-5267-447f-b0d4-98bba4de06ec,eb264232-997c-4c04-bd28-a19243fcd02b,2024-03-31,daily_fail_fee,16.86,GBP,buyer,paid,"Daily fail fee: 69,744.34 × 2.42 bps",2024-03-31T18:00:00
33bdf0b2-b252-47ca-ac23-d44f482f4d51,eb264232-997c-4c04-bd28-a19243fcd02b,2024-04-01,daily_fail_fee,15.34,GBP,buyer,paid,"Daily fail fee: 69,744.34 × 2.20 bps",2024-04-01T18:11:00
5114377b-67c5-4028-8d81-9655feb88e4c,eb264232-997c-4c04-bd28-a19243fcd02b,2024-04-02,daily_fail_fee,33.74,GBP,buyer,paid,"Daily fail fee: 69,744.34 × 4.84 bps",2024-04-02T11:21:00
0d7b5550-4b52-4f30-b885-f28e3dbb04b9,eb264232-997c-4c04-bd28-a19243fcd02b,2024-04-03,daily_fail_fee,13.31,GBP,buyer,paid,"Daily fail fee: 69,744.34 × 1.91 bps",2024-04-03T15:38:00
30aad935-c5e8-4f39-888f-ebc4c1d30a99,eb264232-997c-4c04-bd28-a19243fcd02b,2024-04-04,daily_fail_fee,14.36,GBP,buyer,paid,"Daily fail fee: 69,744.34 × 2.06 bps",2024-04-04T18:43:00
402f0d1d-185e-4732-922c-5b54a9cec7a3,eb264232-997c-4c04-bd28-a19243fcd02b,2024-04-04,administrative_fee,150.71,GBP,buyer,paid,Administrative processing fee for aged fail,2024-04-04T13:12:00
85708997-2eb2-478a-b11f-711ee7663d0a,eb264232-997c-4c04-bd28-a19243fcd02b,2024-04-04,administrative_fee,374.7,GBP,buyer,disputed,Administrative processing fee for aged fail,2024-04-04T09:09:00
ab308f25-f8d3-4505-8a33-78c0bc73d600,8760b645-4c5a-468e-b77d-f31926a34211,2024-06-28,daily_fail_fee,248.11,JPY,seller,pending,"Daily fail fee: 1,268,476.90 × 1.96 bps",2024-06-28T08:17:00
39e1b827-40e6-40c7-8943-f745222a5304,8760b645-4c5a-468e-b77d-f31926a34211,2024-06-29,daily_fail_fee,631.07,JPY,seller,pending,"Daily fail fee: 1,268,476.90 × 4.98 bps",2024-06-29T13:11:00
1c651174-2c95-45b3-811a-09048eb849f6,8760b645-4c5a-468e-b77d-f31926a34211,2024-06-30,daily_fail_fee,575.85,JPY,seller,paid,"Daily fail fee: 1,268,476.90 × 4.54 bps",2024-06-30T10:35:00
c332d443-9d9a-4054-be15-ebb4cf18dbc0,6ab8c5ac-4d5a-4c06-bf8a-107fb90b58f0,2024-07-19,daily_fail_fee,5.26,GBP,buyer,paid,"Daily fail fee: 19,210.95 × 2.74 bps",2024-07-19T10:51:00
3a1ca051-26cf-4234-b2c9-88664eb25e6f,6ab8c5ac-4d5a-4c06-bf8a-107fb90b58f0,2024-07-20,daily_fail_fee,7.05,GBP,buyer,paid,"Daily fail fee: 19,210.95 × 3.67 bps",2024-07-20T08:33:00
