settlement_id,trade_id,ssi_id,settlement_reference,scheduled_settlement_date,actual_settlement_date,settlement_status,settlement_amount,settled_quantity,settlement_location,value_date,created_at
1bbba7f0-cd43-4033-a388-b9fe81d1e31f,417d4f3c-2e30-4a50-becd-9875a3ea202e,1befb947-cb5b-427f-926f-f4e3d32045e8,STL34058025,2024-11-07,2024-11-07,settled,281787.66,110,JSCC,2024-11-07,2024-11-07T13:22:00
50a2643e-03ab-41aa-b0fa-3453aed7e1a3,8bfd9812-1744-477a-80df-892fba85c53e,2a8ae0c0-0a68-42c3-8927-06f70031b1c0,STL37698521,2024-07-12,2024-07-12,settled,58430.29,512,DTC,2024-07-12,2024-07-12T14:19:00
1ef39b5b-1e59-43eb-8d9f-8a24893b54cd,4044cab5-5c38-4f70-bbde-e7d06e3f5390,4a6d0d66-ca67-42ee-a9ac-ee75bb5709e3,STL20517721,2024-12-31,,failed,100692.34,,DTC,,2024-12-31T13:39:00
896065fb-449b-44f1-a779-eb591ff61e80,e685c5b8-c7e0-49e5-b3a1-ed8d79a7cd21,9621940c-9396-4bc8-8a33-430885a560fd,STL86492934,2024-02-23,2024-02-23,settled,53213406.56,171620,DTC,2024-02-23,2024-02-23T13:39:00
bd7f7d2e-1952-4fd2-8993-1a8558df561c,46d37e73-6639-446f-9991-2a1f699c6377,4a574fb6-2380-4fa6-b9fb-74dd0a649565,STL68334317,2024-11-05,2024-11-05,settled,22957.11,36,JSCC,2024-11-05,2024-11-05T11:19:00
b6be84bf-55ff-4bdf-98ff-8df43c5b83d0,4961dea9-174a-467f-b522-765a69eef3f8,ac7a3c47-b1ec-4e49-a142-66b4979dc7c1,STL49213035,2024-09-24,2024-09-24,settled,9972.47,752,DTC,2024-09-24,2024-09-24T11:19:00
125aa3fc-adcd-4961-ad68-2e40809fa553,6c0717fe-6f6a-4baf-9784-ec5ee40094c9,a4a46333-2421-4051-ad0f-f54deac0afd9,STL50983721,2024-09-05,2024-09-05,settled,22439.25,74,DTC,2024-09-05,2024-09-05T17:07:00
373ab098-1b99-49c5-9a1e-c523392e677b,07ca6191-34d6-41a8-bf53-58c48ba9a694,4483d41d-2e2c-46ea-855d-05ec81ea773b,STL91532029,2024-06-21,2024-06-21,settled,14319.12,478,Clearstream,2024-06-21,2024-06-21T11:53:00
f6cd1e69-ab43-4be5-940c-2595294248e1,c514aad8-5cf6-4b35-8b5c-10f887b12821,c8e85985-0212-493f-ad72-6525d1c7d838,STL70517485,2024-07-23,2024-07-23,settled,80389.96,338,DTC,2024-07-23,2024-07-23T12:14:00
d7f36b98-2eed-4f91-b055-885f83ebb12a,cb2f4eab-736a-45f4-b03a-65274f1f7b40,eed96e0d-9eca-4723-bd8a-b06e465fca51,STL12305350,2024-04-19,2024-04-19,settled,158518.7,985,Euroclear,2024-04-19,2024-04-19T16:48:00
8069dbcd-199e-4ce7-80ec-ab1d578321dd,62d86a79-10cb-4eaa-ba38-11f5f98c27fc,2c867210-c60b-4ac1-afd7-bac2d13a9159,STL29609766,2024-03-20,2024-03-20,settled,320206.26,658,DTC,2024-03-20,2024-03-20T11:03:00
114e6859-92b3-4581-be90-38aed3d1fe54,c4e6e052-f305-41ae-b4cd-912043055760,742b220a-8338-499d-965f-c1d90cc452f2,STL74025619,2024-12-24,2024-12-24,settled,1776926.16,557,JSCC,2024-12-24,2024-12-24T11:36:00
4202e821-bbb3-4e7c-97c0-db8bcc5a5029,c8477e11-ce8e-4258-9724-75c43cd3e79d,1d7ada5d-bc5b-44f1-96d5-ac5abc27dcc2,STL80113322,2024-03-28,2024-03-28,settled,20941.78,121,Euroclear,2024-03-28,2024-03-28T17:54:00
b4cbb493-f1d5-44dd-80a6-87185421f2ff,c17a99a0-53eb-4b93-a333-8fe6728563fa,f31d4fae-d1dd-4b90-bd85-a5d6b04f3b81,STL11070533,2024-10-28,2024-10-28,settled,3172.59,20,Clearstream,2024-10-28,2024-10-28T17:28:00
88ac4654-99cb-4780-9d79-487bc3b42a37,bec25720-7395-43dd-9427-d5045ccabd6d,fc076661-4a90-4e47-8c56-1eba82e432b3,STL33264910,2024-02-15,,failed,5775.03,,Euroclear,,2024-02-15T09:55:00
13c78b50-8067-4670-8cd6-ce3e20f4cb03,5d1f0522-8618-47c8-ac6a-5baab1301e85,dbc4f966-4a77-4e2a-b247-8ac7aa03de49,STL79601571,2024-08-20,2024-08-20,settled,11044.17,366,DTC,2024-08-20,2024-08-20T13:12:00
2c973c0c-6e75-435e-977f-7c23343435d2,1115e2a5-3aeb-4f0b-8996-f33e001fb912,2c37ab79-601c-4805-a80f-042fc277f261,STL55188172,2024-10-10,2024-10-10,settled,87075.67,703,DTC,2024-10-10,2024-10-10T15:51:00
d476d27a-bf2f-4c32-96c6-2f530f5c087a,029eb7e9-d5f9-4b48-9273-0892825ae804,e3dd25af-520e-4a48-a597-aa4691a020b8,STL42807356,2024-04-12,2024-04-12,settled,3875.59,200,DTC,2024-04-12,2024-04-12T08:02:00
95a2e4ec-04d4-4c94-8f1a-197e34c2eee2,0de224ec-2ad8-4b7e-90c9-61bd579f68fa,064838a3-9245-4333-ac53-91e35b3a21e5,STL61204257,2024-04-11,2024-04-11,settled,315294.97,828,DTC,2024-04-11,2024-04-11T09:09:00
08006419-2faf-4baa-8824-2dff5fddc657,baa2bfe3-96d4-4356-9d33-51b2b04af4c7,f00c4675-430b-4ed2-93b7-c41f65f5eeb5,STL13675662,2024-08-26,2024-08-26,settled,1466666.76,635,JSCC,2024-08-26,2024-08-26T10:57:00
6d9b6060-f1c9-48ab-aecc-61a2e3ebe3bc,a1743495-e175-4ef2-b3e4-06734a48518b,834f67ac-afd4-4ce8-acd9-858f35d06ab6,STL25408026,2024-04-05,2024-04-05,settled,1868216.89,330,JSCC,2024-04-05,2024-04-05T11:46:00
49f0df8a-6a63-4b0f-8d27-9b3809a9432b,140dde43-e567-4738-a336-f651209f4fbb,eb9e2312-9ee5-4266-b2fe-a350d169c05d,STL57813594,2024-11-28,2024-11-28,settled,1371884.42,443,JSCC,2024-11-28,2024-11-28T16:45:00
59e10634-6d4c-45d0-be16-afc70c45cebe,495b1864-2215-4684-8ac9-9b1774eed47a,44eed6b1-cdd1-4531-9ffc-387fd9b03263,STL94289329,2024-04-10,2024-04-10,settled,143923.75,896,DTC,2024-04-10,2024-04-10T18:53:00
445b926a-551a-4052-a0b4-7bd9583de921,280718bf-5061-40e6-976b-902aa5ae5390,ae421827-2e40-47b5-ad19-325d85e11d84,STL20587268,2024-02-13,2024-02-13,partial,371761.12,645,DTC,2024-02-13,2024-02-13T17:39:00
154001c6-60c1-48c9-a1b5-18422fb501ad,490b14b2-2b60-4146-99fc-dba2af34a871,0468a226-f018-45d6-952c-ee1d52358b3e,STL84162069,2024-09-11,2024-09-11,settled,51590.72,182,DTC,2024-09-11,2024-09-11T12:12:00
5599c49f-9fe4-4fca-8bfc-a1f74a14c850,1e219d67-3633-4ec8-a9de-bb283d9784e6,1656e31a-8f1a-4b02-8214-38971e046e39,STL21360466,2024-08-07,2024-08-07,settled,128750.39,788,Euroclear,2024-08-07,2024-08-07T09:14:00
f8476052-232b-479a-b157-d4afa920c9ef,57d41b85-555a-4801-bf5e-0ced43d72114,5c38bf1c-4276-4b16-b9c9-5aef3dd46e0f,STL37474847,2024-08-13,2024-08-13,settled,84399.52,279,DTC,2024-08-13,2024-08-13T12:56:00
684adc92-6db6-49d2-8ec2-45e67c3ca214,d2a8f684-e377-4be4-8b50-6c8dca39823d,d115bc58-2974-49d6-bfcf-fd899cdf5c8e,STL64679723,2024-04-17,,failed,4827.16,,Clearstream,,2024-04-17T10:59:00
9d0aef3c-840d-40df-bf99-383b0ffdc14b,62ac5946-d2a6-442c-bf51-0ef901fc9242,954d7d13-900f-410b-8477-37b637e32ab6,STL36159411,2024-09-25,2024-09-25,settled,282602.04,306,JSCC,2024-09-25,2024-09-25T12:29:00
ee427f08-8ed0-43ef-af8c-51760175ba40,a8ba773b-900a-464d-901b-21e8b7cab4b8,2d72df96-3ed9-4874-9276-e12a96b06d81,STL24466179,2024-05-07,2024-05-07,settled,42044.66,265,DTC,2024-05-07,2024-05-07T08:19:00
528224f1-f0c7-4a99-9c9d-51b6c5043f6b,8f404028-3647-4e5e-9b03-70e59c31f2a7,080963e0-e070-431b-b379-859d7f43c617,STL77704078,2024-07-29,2024-07-29,settled,263572.35,394,JSCC,2024-07-29,2024-07-29T18:51:00
876d8af8-427d-4b6d-a9b4-107ae9833947,b16c9b1b-2f90-4fa3-9fd5-90a60e399ac5,32b29703-e479-4cb5-9ca3-3fb0c64fdce3,STL13760835,2024-08-23,2024-08-23,settled,23226.3,899,DTC,2024-08-23,2024-08-23T08:35:00
0429859a-08b5-4987-8415-e750fc07fc84,62b016af-b4c7-430a-aa94-3ca8726b629f,b612c253-596d-446b-9737-885e5e0bb412,STL28907022,2024-06-25,2024-06-25,settled,765719.39,854,JSCC,2024-06-25,2024-06-25T17:55:00
7d843c29-6af8-4706-b722-902d8d23ade8,845cc87b-8d30-48df-8ab7-883de611c72b,97d3f9eb-b0b7-4697-864d-8d7a2f83eeb6,STL88190778,2024-01-10,,failed,3477.91,,DTC,,2024-01-10T08:09:00
be4843d8-2a1c-44d9-b99c-007fe7e01dca,6338be14-392d-40ca-b981-32fa8a397d4e,b94e88ac-5140-48b4-a7af-7fbda661a36a,STL75403701,2024-05-21,2024-05-21,settled,256245.78,913,DTC,2024-05-21,2024-05-21T15:56:00
55aefccc-a205-4096-bba2-84516b5680ac,bf8612d2-6da3-41c2-b44a-945cbff7a6c8,42983e87-a9b1-4394-8461-369c02fa8968,STL15038516,2024-05-02,2024-05-02,settled,83553.71,415,Clearstream,2024-05-02,2024-05-02T12:13:00
8494c3d4-6b53-4d62-ba41-0bed4868e96d,8ce4f9f9-0bc7-4131-80d4-a868aa78527b,d57c7d39-04c4-4b7d-ad1e-0159aa13b64f,STL59205921,2024-01-08,2024-01-08,settled,221398.34,617,DTC,2024-01-08,2024-01-08T08:10:00
32a7f3ed-c308-4251-a795-541b7101d88a,b9948662-6e6b-46d6-9d03-3aece9307d9a,1e18ff6c-8849-44dc-abb2-70a8926d0d0f,STL66656565,2024-02-26,2024-02-26,settled,21445925.79,130034,Euroclear,2024-02-26,2024-02-26T14:21:00
068dc26b-d60e-46f6-8a66-cf1d4ec46a7a,2d4f1c9b-ae01-47f1-be50-85fdec503e4e,3f788725-4a29-48cc-aceb-4883229da62c,STL31405453,2024-03-26,2024-03-26,settled,27642.73,80,DTC,2024-03-26,2024-03-26T11:12:00
c08480ba-21c2-425b-8fce-7a789abd1095,1bb2798b-ba72-4a94-b291-aa65e83c30f1,d563e880-0569-4a01-8e31-9763e4d464e2,STL30577994,2024-03-05,,failed,50522.34,,DTC,,2024-03-05T17:50:00
18395ba3-b246-473e-90eb-01bbebb60fc6,26b41949-d655-466f-a20f-67927b6b5074,8dc9ac01-87bd-48a0-a6a2-39740fafc919,STL63857905,2024-11-08,2024-11-08,settled,110543.43,293,DTC,2024-11-08,2024-11-08T17:06:00
9b9e921f-ad0f-4e24-b27f-d9740895bc4e,591fbe0b-eacf-4923-aba8-e5edd5496855,30b49ec5-4d19-48d2-b1fe-f5373dbf1102,STL39455367,2024-05-03,2024-05-03,settled,241347.65,775,DTC,2024-05-03,2024-05-03T11:16:00
26d51ac1-5bf5-4a2b-b660-5f090c0ad300,3c1f37a3-a740-4a69-902d-5c33ebaad38f,ab1b4615-6293-4ab9-a415-3257c14355e7,STL26489417,2024-10-22,2024-10-22,settled,1286953.77,379,JSCC,2024-10-22,2024-10-22T18:57:00
244fe4c7-2679-48be-8fed-de02353956e5,70020cd5-6c3f-48fb-b96a-d26b2608ba8a,cb869043-12e7-4046-9e22-6ed7135044fd,STL11436957,2024-02-02,2024-02-02,settled,2663143.45,17231,Euroclear,2024-02-02,2024-02-02T15:54:00
ddc942d1-fcc1-400b-a9dd-941ef0c58534,48a1d2a8-618b-42b1-881f-2301629259f9,d2cb086c-166c-4846-b63d-6956752ada15,STL56623676,2024-03-21,2024-03-21,settled,14926.32,94,Clearstream,2024-03-21,2024-03-21T13:15:00
e221fa0b-23bf-4493-b996-cc02a01f19dc,ee44a994-4424-4cb3-a6cb-c67c3b1fbfbf,cd856566-0b4d-457e-b4ef-450dde76cd97,STL59686746,2024-11-26,2024-11-26,settled,136620.16,610,DTC,2024-11-26,2024-11-26T11:03:00
090e7023-7d9a-4363-9f72-dd81a130cf8f,844b45d1-9c3f-42df-8ca0-d7b0a09858b0,030d962c-24f6-4267-bd31-526986dcc477,STL33225244,2024-06-10,,failed,20553.64,,DTC,,2024-06-10T11:47:00
ecc0b0ef-942c-4d18-93b0-fd29c2da6720,171d0f79-8491-4b0f-bb67-ddad88499d58,77befdaf-abf3-4688-8668-76e6dcdff6e2,STL32901211,2024-03-27,2024-03-27,settled,49017.0,177,DTC,2024-03-27,2024-03-27T11:01:00
01bb41c7-6f84-4b53-9e8d-557fa10dd878,edba53be-348e-4929-8489-b3e66bd3e656,f0d99564-7f0e-4c82-943c-86e046c6dbac,STL27691237,2024-02-06,,failed,11341.58,,Euroclear,,2024-02-06T08:08:00
690709c3-3a7c-482d-90bb-a7687f8e8cee,e5c0e63c-b3ea-4861-9ae2-17ede3a8b1d4,7bdf35e2-d1d4-4481-b64a-c82e9d750b77,STL88051323,2024-03-22,2024-03-22,settled,13496.2,521,DTC,2024-03-22,2024-03-22T08:05:00
ed6900dc-da37-48d8-aefc-03f7ab32385c,2acac90a-457a-40f9-8b70-1b75d5fa5da5,053b9dba-b2d5-4f95-b80c-b6ebbe80c7b1,STL27770796,2024-01-25,2024-01-25,settled,1084.2,55,DTC,2024-01-25,2024-01-25T12:03:00
be2fdefe-11d7-4d50-a664-4906b70286b0,41dc9ac3-3e4a-4b2f-99fb-05c2f42026d9,c7f0a676-5c00-457c-8907-a8744bca5091,STL65510726,2024-06-13,2024-06-13,settled,93403.14,339,DTC,2024-06-13,2024-06-13T12:42:00
0d3d7501-8e55-489a-9f5c-d4bf24cdae6c,6ae1077d-4be0-4f8c-959c-b4be56ffb756,1630aae4-a38d-4f19-a069-0db7a905c5de,STL23635217,2024-07-26,2024-07-26,settled,633108.97,238,JSCC,2024-07-26,2024-07-26T15:41:00
71d9ec95-c1a7-4988-b4d0-5afd931e8f73,7fbea37a-0987-4d8d-97d8-007d7f8079c7,bd57fa2c-c8e7-45b0-9b39-e8475f332764,STL65555398,2024-06-05,2024-06-05,settled,72940660.25,203419,DTC,2024-06-05,2024-06-05T09:39:00
6aea9ffd-d505-42ef-a7e0-b645fd0500c1,faef8fc4-d050-4f31-86ab-665caba88ff3,bf73d55d-069b-48ab-8764-03c236b12585,STL45394511,2024-10-08,2024-10-08,settled,1370217.47,164,JSCC,2024-10-08,2024-10-08T08:24:00
3be5d0d8-48f9-4083-b854-f5a333084250,89f79476-a5d4-4bbf-9f06-d48553fef67e,409be143-86ae-44e0-ad12-ff1a6662516f,STL69150591,2024-08-05,2024-08-05,settled,1907569.74,64499,DTC,2024-08-05,2024-08-05T10:50:00
fc2c1c3d-610a-490a-86dc-1fc736c907fc,6af9fec3-34ea-4a79-9e00-646bdfb21a2a,aeafee97-0f07-4875-8f3b-4116675b38f0,STL18601881,2024-02-14,2024-02-14,settled,208607.1,727,DTC,2024-02-14,2024-02-14T10:09:00
8587aed2-1956-40ab-a2f1-82138a019b62,236c6381-aac0-4c3a-9bd1-d00e420e34b1,c43ee89c-a3f0-4fe1-aae1-1c05d972e6a5,STL56069176,2024-05-14,2024-05-14,settled,155246.41,688,DTC,2024-05-14,2024-05-14T14:25:00
37f051ed-2c17-491d-811d-e8f87529cb5c,f93773ac-0655-4e84-9f35-795a35be3d0b,7deaae2b-69db-4220-ad66-10f338627198,STL78066270,2024-03-21,2024-03-21,settled,33365.15,86,DTC,2024-03-21,2024-03-21T10:15:00
39021d5f-dde6-42ef-8238-12b65a326db0,89a3066c-548e-4adf-8d37-f182c9845aa3,0aed53ca-7809-4ab4-a2e5-8f95360ca3bf,STL20242039,2024-02-20,2024-02-20,settled,115900.37,472,DTC,2024-02-20,2024-02-20T10:06:00
fb4492b3-4811-4f09-a202-abca0389b1b7,af258df4-672d-4dc0-ba1f-0309ec5ee928,916a70f0-40e2-4532-b718-3e1f9f36a03a,STL21536372,2024-09-20,,failed,29742.1,,DTC,,2024-09-20T08:07:00
64d4ee02-08aa-49ae-b04c-c22a8acb8548,5162b703-9a1a-4f4a-b2c3-6d5b571cde1c,bb1c09ce-d222-4284-a305-c6c118593934,STL56527328,2024-03-13,2024-03-13,settled,12682.84,106,DTC,2024-03-13,2024-03-13T16:26:00
e28601b8-d17c-4f1f-8f68-43eb4c6b06d2,37271f59-e340-4339-92e7-8ef6e23c0e43,5b08bd62-0998-4ceb-8fd1-2efb30c9aad1,STL19923241,2024-10-28,2024-10-28,settled,181911.96,712,DTC,2024-10-28,2024-10-28T15:54:00
e5cb4cfb-567d-4889-9a96-e82a62bd00cd,e7aa4d0c-991a-472d-a839-a664b0eb4f6a,b90d2da1-4975-4170-95a3-d5152cc82fb6,STL75059528,2024-06-20,,failed,23820.57,,DTC,,2024-06-20T12:44:00
ea4be0c9-a735-49cf-a325-82a25726659b,bf7b5270-7a3b-4916-b7d0-668d0a4eaced,c55f7fa1-a39c-40e9-9bba-72d21fa6fc1b,STL94460467,2024-04-22,,failed,9331.29,,DTC,,2024-04-22T11:38:00
9f468bb5-03bb-45ac-b0d6-cdd05d2c20cf,c292fb97-e6ab-4138-a912-c19dd18dfe84,3b7eecca-2277-449d-baa6-1661ef444958,STL92845962,2024-02-02,2024-02-02,settled,142136.57,520,DTC,2024-02-02,2024-02-02T12:44:00
d276b122-7a1a-4336-9ac5-36e95c1967ac,e363d294-4026-4ec4-8725-4265e5b391ae,7b171883-0470-4087-a6f8-7ae93207fe25,STL24682341,2024-01-12,2024-01-12,settled,42012.15,655,Euroclear,2024-01-12,2024-01-12T15:06:00
661b6e53-2aa0-4c66-a2f8-d959e27b14d1,7d251fc5-3e1d-4571-bd9c-962220cba51f,837a0b9c-5541-4adf-a5ee-c9f25d0bd9fc,STL62051034,2024-11-05,2024-11-05,settled,3445195.44,407,JSCC,2024-11-05,2024-11-05T12:15:00
4c54ee80-d226-4cd7-9c67-1525e0daf397,f14fd2c0-060c-4dee-9817-8bac4a246d92,13b4020a-d5e4-4bb0-96fc-987639026e7e,STL58414556,2024-03-25,2024-03-25,settled,129824.5,795,DTC,2024-03-25,2024-03-25T12:09:00
f3c9e33e-d62c-47cb-ace2-f22608a5ef2e,ca801867-e50a-46ac-b723-04a1f603e40d,ad838b89-af2b-4a2a-a094-f480e325e237,STL60422980,2024-11-01,,failed,5512837.87,,Clearstream,,2024-11-01T10:24:00
1b1d8888-960b-4f31-8152-04d1aae3ef99,635684a5-4dd9-416e-8a87-4ef24122f32c,ec22d666-2a2a-4ac7-90e8-887413509439,STL96711226,2024-09-10,2024-09-10,settled,73561.19,586,DTC,2024-09-10,2024-09-10T14:54:00
ba7ac914-e08d-416e-99b8-868ecd0e659f,2c61ea56-e780-4868-9d22-7571922c24d2,cd508fd3-7d81-4efb-b064-98caa1381ea6,STL10202363,2024-03-08,2024-03-08,settled,90108.07,549,DTC,2024-03-08,2024-03-08T16:52:00
b68eca63-1516-4144-90ae-d34b86e3e5ce,353997eb-88d7-499f-9741-1a3fe5142924,9626079c-b97b-4d90-8737-3d69ade6797b,STL69434108,2024-07-08,2024-07-08,settled,65306997.26,415991,DTC,2024-07-08,2024-07-08T08:19:00
e3a32ed1-a33e-4f31-9fb7-e80ff7ee59b4,106b7f15-a466-48a3-9980-0f90ac49cc95,7c0798f4-4d0a-40af-93aa-9111aa705afe,STL87861127,2024-09-10,2024-09-10,settled,1221255.97,340,JSCC,2024-09-10,2024-09-10T13:00:00
ff1682a8-5660-4a22-b1a7-00474f85e176,8bd62203-f479-45c6-9f9b-ac6565a3d40a,570cb588-3ad7-4017-af7d-272df37614b6,STL12793011,2024-06-10,,failed,116936.63,,Euroclear,,2024-06-10T10:00:00
ac4d7f68-f9df-4dfb-9475-cf5f9263c8f2,cff5e7ae-cb3d-481d-a7a3-3d8faaf536ed,ecb68f7c-9039-433e-a7c8-f35404a45c36,STL78113730,2024-04-24,2024-04-24,settled,285849.56,626,DTC,2024-04-24,2024-04-24T18:22:00
7bc23911-9c8b-492d-86f2-b7fc544d0036,b8347443-fe02-404f-97f2-be54a086cad9,a7e08641-cc34-466c-ad79-e724ce6cd672,STL52039919,2024-02-16,,failed,11760.51,,DTC,,2024-02-16T11:50:00
a8e7310b-cc23-4f97-8c3f-6bc09c07c381,cf3a65a9-c7d1-4c6d-9a14-83c52e15600a,bd983086-3fb0-4609-a3ab-988854bb3f39,STL34381903,2024-01-26,2024-01-26,settled,61001206.5,140831,DTC,2024-01-26,2024-01-26T14:27:00
4a89e46e-4e16-422d-9eff-372c4a09bd6c,1792f79d-034b-4dbf-b26e-82d102d68ea5,cdbc76b6-a8cf-4a8e-89af-af17130ff950,STL90226319,2024-10-23,2024-10-23,settled,273181.15,569,DTC,2024-10-23,2024-10-23T13:26:00
e06cba76-c6ef-4ff4-9367-c4b7041467d4,9fee233b-c8f1-4124-96d6-fad2d4ab4011,2691d705-2cbb-4db6-b168-2a714951667f,STL73641389,2024-02-08,2024-02-08,settled,6306.14,30,DTC,2024-02-08,2024-02-08T13:50:00
3a5798ac-9db8-48d3-9359-b889096ca095,83b39078-0976-441d-8526-192df68eaad8,3e69a488-50ae-4e7b-b0ac-1e579c2073c1,STL12353758,2024-03-27,2024-03-27,settled,451860.48,731,JSCC,2024-03-27,2024-03-27T14:05:00
8c1e6d83-8fcc-4ff2-ac83-6842b5cf8139,f387c471-e842-4398-9d67-5b68b4c87c23,f16aeec4-43d4-40d7-b49a-d9855de005df,STL91146225,2024-10-04,2024-10-04,settled,21879.04,723,DTC,2024-10-04,2024-10-04T10:01:00
423cd3a2-d7fd-4c80-b166-bc8f52507035,6b7d1109-26f7-45bf-92b4-439b1d1b16c0,76ca3493-07a7-47b1-8304-3cd6e59b08b1,STL30254713,2024-05-31,2024-05-31,settled,10553.29,65,DTC,2024-05-31,2024-05-31T17:18:00
e26cd04e-f02e-4dec-b839-76675b4b3ffb,cef1c22a-db84-45d0-8497-51970c9eb2c3,285a2ef8-4395-46de-8fe9-cce58a28bf19,STL53295997,2024-03-01,,failed,131895414.84,,DTC,,2024-03-01T14:13:00
2f82309d-32df-40be-8836-1254d1574d9c,8cb2a359-f225-4064-8f39-f37b4abe3b89,bb740b2e-9fd7-4d0a-b9f7-e2446c0f502b,STL89378026,2024-08-19,,failed,54523256.93,,DTC,,2024-08-19T13:20:00
f79cebdf-6a45-4969-9b1a-57d562f626f1,29651049-097c-4be5-b17b-efd1c032cda4,c8364128-7b7d-488b-a4e6-5693265c710b,STL68504386,2024-06-26,2024-06-26,settled,328176.55,780,DTC,2024-06-26,2024-06-26T11:29:00
60cc608d-2af0-49f0-8cd3-570da6638ce0,83d32476-a40a-4551-b4e0-89824a69e14d,e1e5ddc3-fd25-4bc4-b4fa-d1edcddcd020,STL33133830,2024-12-18,2024-12-18,settled,15855.64,848,DTC,2024-12-18,2024-12-18T17:46:00
