trade_id,trade_reference,security_id,investor_id,executing_broker_id,counterparty_broker_id,trade_side,quantity,price,gross_amount,commission,net_amount,trade_date,trade_time,settlement_date,trade_status,execution_venue,created_at
bd3c2826-0179-4d73-98cd-723dc47cae81,TRD46875077,859ef0e2-b273-47ad-83ae-af5fa8e3a019,b89895d6-f151-4445-a2fe-5dfb6bb3a29d,1ea13b3a-b518-488c-b749-c28af0130643,6de90c40-f135-4812-adba-2f2325204007,sell,685,5832.078,3994973.43,20239.03,3974734.4,2024-10-09,2024-10-09T12:00:01,2024-10-11,confirmed,Tokyo Stock Exchange,2024-10-09T12:00:01
4bfe7311-601f-40e1-82fb-d0a66bb298d8,TRD80659726,548e0d20-fa5b-4bc3-9222-ed4e3ae07208,af0e147b-601f-4113-b386-888a96a99a5a,3eabb35b-3c03-49d6-83b3-2488c912b1c0,08ec4439-4afe-4e8b-b8bf-953e0812b040,sell,835,971.2899,811027.07,5509.04,805518.03,2024-02-19,2024-02-19T13:09:15,2024-02-21,confirmed,Tokyo Stock Exchange,2024-02-19T13:09:15
37e603e2-5b02-4b83-81c0-fa6730f010d1,TRD40314047,4b2f63a2-0cd0-4161-b49b-c099374de223,7f1d6bc5-35fa-481f-a4ba-9ca1ae114c99,1123747e-adef-48b6-9076-c35d0eaea818,33f5121b-4b6d-46d7-b118-c95e870d0604,sell,824,253.7805,209115.13,1825.68,207289.45,2024-07-26,2024-07-26T12:36:15,2024-07-29,cancelled,BATS,2024-07-26T12:36:15
42465458-0ee3-44e4-aec4-b5a2c69dff51,TRD77089857,f4a44080-d052-43ec-9758-b61840bcb4f5,478a4336-d88f-4d3b-98db-1f6b9df7b7eb,50c074e7-06ce-44bb-9816-81416263e8e5,46e50284-1f79-4347-ba2b-6779013e2f0b,buy,105,308.3084,32372.38,283.96,32656.34,2024-01-29,2024-01-29T14:00:44,2024-01-30,confirmed,NASDAQ,2024-01-29T14:00:44
63cc2f62-0038-4f20-9a71-7d50355f2e08,TRD46385762,6b097009-af33-4b63-a2b6-76282e5a4164,e95b0481-0dc3-4fc1-892d-5ab95e0d46c1,33f5121b-4b6d-46d7-b118-c95e870d0604,188981e5-f3de-478f-ab1e-6450ca142e7f,buy,926,238.9292,221248.44,1200.39,222448.83,2024-04-18,2024-04-18T15:44:56,2024-04-19,confirmed,NASDAQ,2024-04-18T15:44:56
d921f0a0-3214-4c95-b6b9-38dacc0ec51e,TRD63458386,1ae9e23c-6003-4dea-bccb-e096e26bc39f,3c524f16-eff4-488e-9d3e-e4c7b0a2fe8a,50c074e7-06ce-44bb-9816-81416263e8e5,9b2558d6-49eb-4eff-83bc-fa26a134d140,buy,104033,290.6442,30236588.06,29381.71,30265969.77,2024-04-16,2024-04-16T13:09:48,2024-04-17,confirmed,NYSE,2024-04-16T13:09:48
4405f7c7-bd58-4bd5-a573-4a7bde9f3387,TRD20526386,7c48dd02-fae2-4464-bccb-8bf8192764b9,b8e0a8ea-0362-4a6d-a193-8edfd45f93fe,46e50284-1f79-4347-ba2b-6779013e2f0b,f6811af4-b7dd-45ac-8d04-a0b848838bbd,buy,590,224.509,132460.31,1177.78,133638.09,2024-10-03,2024-10-03T11:24:48,2024-10-04,confirmed,BATS,2024-10-03T11:24:48
417d4f3c-2e30-4a50-becd-9875a3ea202e,TRD53805532,f7cb26d2-3f4b-4d96-9231-b104933062e5,f0341e02-ef77-4dbe-abed-5a089c3592bd,2e9e2433-834b-467f-9663-9731cb4a3b2a,3eabb35b-3c03-49d6-83b3-2488c912b1c0,buy,110,2527.8661,278065.27,3722.39,281787.66,2024-11-05,2024-11-05T13:38:25,2024-11-07,confirmed,Tokyo Stock Exchange,2024-11-05T13:38:25
8bfd9812-1744-477a-80df-892fba85c53e,TRD61012496,f0746d75-c2ef-4c1e-a28e-f46b935c7abd,a762a44f-4bbd-40a9-b438-1ad9045f4181,30f2ba30-409a-40bb-8e4a-01bbebce4001,11d61dc2-b290-4732-868d-f8adb45555e4,sell,512,115.3362,59052.13,621.84,58430.29,2024-07-11,2024-07-11T12:11:43,2024-07-12,confirmed,NYSE American,2024-07-11T12:11:43
4044cab5-5c38-4f70-bbde-e7d06e3f5390,TRD52503832,edfd5f53-6967-4798-92c1-f446103a10a3,de23df79-cc74-488c-af1f-a6d6009dfd43,33f5121b-4b6d-46d7-b118-c95e870d0604,9b2558d6-49eb-4eff-83bc-fa26a134d140,buy,740,135.0337,99924.94,767.4,100692.34,2024-12-30,2024-12-30T15:40:09,2024-12-31,confirmed,NYSE,2024-12-30T15:40:09
e685c5b8-c7e0-49e5-b3a1-ed8d79a7cd21,TRD84757265,2a41b0ac-d9ac-4206-9d53-d3cf12789418,d32cbdcf-ba88-4084-a86c-0edb63fe8be6,865e541d-1bc8-4767-9dfc-8de2eb91918c,08ec4439-4afe-4e8b-b8bf-953e0812b040,buy,171620,309.557,53126172.34,87234.22,53213406.56,2024-02-22,2024-02-22T10:05:11,2024-02-23,confirmed,NYSE American,2024-02-22T10:05:11
46d37e73-6639-446f-9991-2a1f699c6377,TRD11656329,871551db-0002-411c-9a36-c08283e8de96,953b5129-1c24-40f9-a763-28c7dffe14aa,fe125fc6-48cd-44c0-a96d-40f329e420e0,3eabb35b-3c03-49d6-83b3-2488c912b1c0,buy,36,631.0449,22717.62,239.49,22957.11,2024-11-01,2024-11-01T13:50:20,2024-11-05,confirmed,Osaka Exchange,2024-11-01T13:50:20
4961dea9-174a-467f-b522-765a69eef3f8,TRD46093692,2277411d-931a-4422-9378-f63af900e13e,3151f20e-e86f-4957-b2ba-010c6ed9b503,865e541d-1bc8-4767-9dfc-8de2eb91918c,30f2ba30-409a-40bb-8e4a-01bbebce4001,buy,752,13.0775,9834.28,138.19,9972.47,2024-09-23,2024-09-23T10:43:24,2024-09-24,confirmed,NASDAQ,2024-09-23T10:43:24
6c0717fe-6f6a-4baf-9784-ec5ee40094c9,TRD43096758,f4a44080-d052-43ec-9758-b61840bcb4f5,a9a3ee60-3491-4d11-bedc-ecd0ff5e136b,08ec4439-4afe-4e8b-b8bf-953e0812b040,1ea13b3a-b518-488c-b749-c28af0130643,buy,74,300.8983,22266.47,172.78,22439.25,2024-09-04,2024-09-04T15:04:23,2024-09-05,confirmed,NASDAQ,2024-09-04T15:04:23
07ca6191-34d6-41a8-bf53-58c48ba9a694,TRD54927535,162e6447-5c63-4e04-bc7f-64ea9ac088bb,efb96544-276d-45cf-9d7c-e1a7295b08db,6de90c40-f135-4812-adba-2f2325204007,79ec2ccc-beff-411c-b42b-5b9e9c82d8cc,buy,478,29.7172,14204.82,114.3,14319.12,2024-06-19,2024-06-19T14:51:55,2024-06-21,confirmed,SIX Swiss Exchange,2024-06-19T14:51:55
c514aad8-5cf6-4b35-8b5c-10f887b12821,TRD75901885,6b097009-af33-4b63-a2b6-76282e5a4164,7f1d6bc5-35fa-481f-a4ba-9ca1ae114c99,1123747e-adef-48b6-9076-c35d0eaea818,25d1904e-fcf1-4189-8dca-62bc314332d1,sell,338,240.7174,81362.48,972.52,80389.96,2024-07-22,2024-07-22T11:18:47,2024-07-23,confirmed,NASDAQ,2024-07-22T11:18:47
1337c654-1820-4f2e-91c5-f2c9c36a3099,TRD34149421,b6e6398e-b632-43cb-a7fc-bc345c19478c,81919da2-b958-4bd9-abf7-02afedc10856,bc8de54c-af0d-4dd4-9c3a-b5e34421a5c3,2e9e2433-834b-467f-9663-9731cb4a3b2a,sell,297,701.4185,208321.29,1860.17,206461.12,2024-02-28,2024-02-28T13:12:37,2024-03-01,cancelled,Tokyo Stock Exchange,2024-02-28T13:12:37
cb2f4eab-736a-45f4-b03a-65274f1f7b40,TRD19282319,53e74ecc-23ae-410d-ac2b-c5616e04f928,d68ed629-05bb-4a7c-8d99-dde7957a54fd,9b0ea74e-39f3-4eb9-a49c-f97a6db45a49,41ecd9b0-b653-4598-b288-32f8ba471a2d,buy,985,158.6435,156263.85,2254.85,158518.7,2024-04-17,2024-04-17T15:51:18,2024-04-19,confirmed,Euronext Paris,2024-04-17T15:51:18
62d86a79-10cb-4eaa-ba38-11f5f98c27fc,TRD70272714,da8a96e5-18e4-4bc3-bdc8-697926a6818f,478a4336-d88f-4d3b-98db-1f6b9df7b7eb,50c074e7-06ce-44bb-9816-81416263e8e5,1ea13b3a-b518-488c-b749-c28af0130643,buy,658,483.0002,317814.13,2392.13,320206.26,2024-03-19,2024-03-19T14:27:50,2024-03-20,confirmed,NASDAQ,2024-03-19T14:27:50
c4e6e052-f305-41ae-b4cd-912043055760,TRD58255231,0780e5a2-76f5-44dc-b075-c0dae762c277,8e23f632-2bf5-46e6-8a5e-94ddf93ae54e,1ea13b3a-b518-488c-b749-c28af0130643,6de90c40-f135-4812-adba-2f2325204007,sell,557,3236.1385,1802529.14,25602.98,1776926.16,2024-12-20,2024-12-20T12:34:02,2024-12-24,confirmed,Osaka Exchange,2024-12-20T12:34:02
c8477e11-ce8e-4258-9724-75c43cd3e79d,TRD63635785,3700f0d7-0e9c-42b9-a7b2-d9b7004d05fd,f5cfcb94-8c85-4975-bcde-01e519404916,d1b6726f-786f-4e8f-ad65-2e422e01ccf5,41ecd9b0-b653-4598-b288-32f8ba471a2d,buy,121,171.092,20702.13,239.65,20941.78,2024-03-26,2024-03-26T08:36:41,2024-03-28,confirmed,Deutsche Börse,2024-03-26T08:36:41
c17a99a0-53eb-4b93-a333-8fe6728563fa,TRD88999206,15f14fdb-45ca-429f-b67b-75bd28b930e1,8335621c-4c8c-43c0-87bf-7563ec85b446,6de90c40-f135-4812-adba-2f2325204007,d1b6726f-786f-4e8f-ad65-2e422e01ccf5,buy,20,157.4923,3149.85,22.74,3172.59,2024-10-24,2024-10-24T11:28:23,2024-10-28,confirmed,London Stock Exchange,2024-10-24T11:28:23
bec25720-7395-43dd-9427-d5045ccabd6d,TRD51861213,3700f0d7-0e9c-42b9-a7b2-d9b7004d05fd,22b377b2-2af0-4c98-ada6-20dafdc6a9c4,6de90c40-f135-4812-adba-2f2325204007,11d61dc2-b290-4732-868d-f8adb45555e4,sell,35,166.3238,5821.33,46.3,5775.03,2024-02-13,2024-02-13T09:53:46,2024-02-15,confirmed,Deutsche Börse,2024-02-13T09:53:46
5d1f0522-8618-47c8-ac6a-5baab1301e85,TRD25446483,717dae35-5fc9-48ff-8a0d-b03447752a90,d5a070e3-611f-4f0a-bd24-dd2f837f060b,30f2ba30-409a-40bb-8e4a-01bbebce4001,f6811af4-b7dd-45ac-8d04-a0b848838bbd,sell,366,30.4611,11148.76,104.59,11044.17,2024-08-19,2024-08-19T11:04:19,2024-08-20,confirmed,NYSE American,2024-08-19T11:04:19
1115e2a5-3aeb-4f0b-8996-f33e001fb912,TRD72015859,f0746d75-c2ef-4c1e-a28e-f46b935c7abd,afb6928f-7207-47c8-b749-e5e6a975fe68,f904b42a-45f0-489c-ae47-494d2e593885,33f5121b-4b6d-46d7-b118-c95e870d0604,buy,703,122.1168,85848.11,1227.56,87075.67,2024-10-09,2024-10-09T10:21:35,2024-10-10,confirmed,NYSE American,2024-10-09T10:21:35
029eb7e9-d5f9-4b48-9273-0892825ae804,TRD38829445,12b2fe80-a2a3-4e6d-93cb-cd4cabdd5b24,1706c3d7-4f40-4196-afce-9c127f234567,188981e5-f3de-478f-ab1e-6450ca142e7f,30f2ba30-409a-40bb-8e4a-01bbebce4001,buy,200,19.199,3839.8,35.79,3875.59,2024-04-11,2024-04-11T12:37:27,2024-04-12,confirmed,NYSE,2024-04-11T12:37:27
0de224ec-2ad8-4b7e-90c9-61bd579f68fa,TRD75697427,afc57360-9ed3-4c76-90a9-e1e5a45e6028,a9a3ee60-3491-4d11-bedc-ecd0ff5e136b,08ec4439-4afe-4e8b-b8bf-953e0812b040,46e50284-1f79-4347-ba2b-6779013e2f0b,buy,828,378.193,313143.8,2151.17,315294.97,2024-04-10,2024-04-10T12:07:16,2024-04-11,confirmed,NYSE,2024-04-10T12:07:16
baa2bfe3-96d4-4356-9d33-51b2b04af4c7,TRD49922369,40204c10-d180-41f4-a6db-8cdd9380861c,b89895d6-f151-4445-a2fe-5dfb6bb3a29d,1ea13b3a-b518-488c-b749-c28af0130643,2e9e2433-834b-467f-9663-9731cb4a3b2a,sell,635,2323.9861,1475731.17,9064.41,1466666.76,2024-08-22,2024-08-22T13:11:52,2024-08-26,confirmed,Osaka Exchange,2024-08-22T13:11:52
a1743495-e175-4ef2-b3e4-06734a48518b,TRD66135102,859ef0e2-b273-47ad-83ae-af5fa8e3a019,8b5fc02f-e9df-499a-98f5-d1eca076ceaa,3eabb35b-3c03-49d6-83b3-2488c912b1c0,cc1a25bd-e091-4a53-9fda-198883c60b11,buy,330,5616.0329,1853290.86,14926.03,1868216.89,2024-04-03,2024-04-03T11:44:09,2024-04-05,confirmed,Tokyo Stock Exchange,2024-04-03T11:44:09
140dde43-e567-4738-a336-f651209f4fbb,TRD28830282,0780e5a2-76f5-44dc-b075-c0dae762c277,ec9d19c5-da5c-4e75-a54c-e8be16527c17,3eabb35b-3c03-49d6-83b3-2488c912b1c0,6de90c40-f135-4812-adba-2f2325204007,sell,443,3132.3727,1387641.11,15756.69,1371884.42,2024-11-26,2024-11-26T10:35:10,2024-11-28,confirmed,Osaka Exchange,2024-11-26T10:35:10
495b1864-2215-4684-8ac9-9b1774eed47a,TRD76433728,c84f3dbd-2bd1-47ea-84ec-e955239bf85f,7b7306e9-52c4-4864-b1e7-60e85ec30ea0,30f2ba30-409a-40bb-8e4a-01bbebce4001,bc8de54c-af0d-4dd4-9c3a-b5e34421a5c3,buy,896,159.8148,143194.06,729.69,143923.75,2024-04-09,2024-04-09T15:24:35,2024-04-10,confirmed,NYSE American,2024-04-09T15:24:35
280718bf-5061-40e6-976b-902aa5ae5390,TRD49203644,da8a96e5-18e4-4bc3-bdc8-697926a6818f,478a4336-d88f-4d3b-98db-1f6b9df7b7eb,50c074e7-06ce-44bb-9816-81416263e8e5,1ea13b3a-b518-488c-b749-c28af0130643,sell,737,509.4619,375473.42,3712.3,371761.12,2024-02-12,2024-02-12T13:01:50,2024-02-13,confirmed,NASDAQ,2024-02-12T13:01:50
490b14b2-2b60-4146-99fc-dba2af34a871,TRD45955440,1ae9e23c-6003-4dea-bccb-e096e26bc39f,a9a3ee60-3491-4d11-bedc-ecd0ff5e136b,08ec4439-4afe-4e8b-b8bf-953e0812b040,11d61dc2-b290-4732-868d-f8adb45555e4,sell,182,286.5188,52146.42,555.7,51590.72,2024-09-10,2024-09-10T13:32:07,2024-09-11,confirmed,NYSE,2024-09-10T13:32:07
1e219d67-3633-4ec8-a9de-bb283d9784e6,TRD43223132,f91fc108-f760-4540-b767-5d51cd42f458,aaed6e57-951e-4308-b9d0-eed6611d2749,79ec2ccc-beff-411c-b42b-5b9e9c82d8cc,9b0ea74e-39f3-4eb9-a49c-f97a6db45a49,buy,788,161.6969,127417.16,1333.23,128750.39,2024-08-05,2024-08-05T09:47:53,2024-08-07,confirmed,London Stock Exchange,2024-08-05T09:47:53
57d41b85-555a-4801-bf5e-0ced43d72114,TRD38169370,f4a44080-d052-43ec-9758-b61840bcb4f5,577c2234-53b2-48ac-9219-d1638c091180,1123747e-adef-48b6-9076-c35d0eaea818,f904b42a-45f0-489c-ae47-494d2e593885,sell,279,306.5436,85525.66,1126.14,84399.52,2024-08-12,2024-08-12T15:07:49,2024-08-13,confirmed,NASDAQ,2024-08-12T15:07:49
d2a8f684-e377-4be4-8b50-6c8dca39823d,TRD90108882,77d032a7-d18f-4a95-89b4-de0cd066bab6,35b6d3d9-3750-40b0-a798-7c5cab5d4af0,6de90c40-f135-4812-adba-2f2325204007,9b0ea74e-39f3-4eb9-a49c-f97a6db45a49,sell,179,27.3184,4889.99,62.83,4827.16,2024-04-15,2024-04-15T08:36:22,2024-04-17,confirmed,Deutsche Börse,2024-04-15T08:36:22
62ac5946-d2a6-442c-bf51-0ef901fc9242,TRD65243509,548e0d20-fa5b-4bc3-9222-ed4e3ae07208,ec9d19c5-da5c-4e75-a54c-e8be16527c17,3eabb35b-3c03-49d6-83b3-2488c912b1c0,2e9e2433-834b-467f-9663-9731cb4a3b2a,sell,306,937.1472,286767.04,4165.0,282602.04,2024-09-20,2024-09-20T14:52:06,2024-09-25,confirmed,Tokyo Stock Exchange,2024-09-20T14:52:06
a8ba773b-900a-464d-901b-21e8b7cab4b8,TRD29081953,9dd3f3d8-9989-4b77-8ec7-6cf68bc322e0,a9a3ee60-3491-4d11-bedc-ecd0ff5e136b,08ec4439-4afe-4e8b-b8bf-953e0812b040,cc1a25bd-e091-4a53-9fda-198883c60b11,buy,265,157.3654,41701.83,342.83,42044.66,2024-05-06,2024-05-06T15:53:43,2024-05-07,confirmed,BATS,2024-05-06T15:53:43
8f404028-3647-4e5e-9b03-70e59c31f2a7,TRD59535894,b6e6398e-b632-43cb-a7fc-bc345c19478c,b89895d6-f151-4445-a2fe-5dfb6bb3a29d,1ea13b3a-b518-488c-b749-c28af0130643,30f2ba30-409a-40bb-8e4a-01bbebce4001,sell,394,676.6359,266594.54,3022.19,263572.35,2024-07-25,2024-07-25T13:47:17,2024-07-29,confirmed,Tokyo Stock Exchange,2024-07-25T13:47:17
b16c9b1b-2f90-4fa3-9fd5-90a60e399ac5,TRD18500100,99a033fe-87f1-4783-8a08-012fa3233a72,8c8b409e-21b1-4d21-80bf-5aad9593afb1,865e541d-1bc8-4767-9dfc-8de2eb91918c,33f5121b-4b6d-46d7-b118-c95e870d0604,buy,899,25.5211,22943.47,282.83,23226.3,2024-08-22,2024-08-22T14:42:44,2024-08-23,confirmed,NASDAQ,2024-08-22T14:42:44
62b016af-b4c7-430a-aa94-3ca8726b629f,TRD75140950,548e0d20-fa5b-4bc3-9222-ed4e3ae07208,077ad752-d9fa-48ce-8331-756450ce1ae8,1ea13b3a-b518-488c-b749-c28af0130643,2eb13092-76e2-45d5-9d29-6963b8e57e8e,sell,854,903.5712,771649.8,5930.41,765719.39,2024-06-21,2024-06-21T13:36:08,2024-06-25,confirmed,Tokyo Stock Exchange,2024-06-21T13:36:08
845cc87b-8d30-48df-8ab7-883de611c72b,TRD71272827,717dae35-5fc9-48ff-8a0d-b03447752a90,53769048-2a6b-4878-b110-1ad3876373c9,46e50284-1f79-4347-ba2b-6779013e2f0b,f904b42a-45f0-489c-ae47-494d2e593885,buy,111,30.9192,3432.03,45.88,3477.91,2024-01-09,2024-01-09T09:59:54,2024-01-10,confirmed,NYSE American,2024-01-09T09:59:54
6338be14-392d-40ca-b981-32fa8a397d4e,TRD59908025,fd5d3a09-4c98-469e-a707-f43979aae8a0,c35bd4f0-0284-400f-a2f9-fcc243e833d8,865e541d-1bc8-4767-9dfc-8de2eb91918c,f6811af4-b7dd-45ac-8d04-a0b848838bbd,buy,913,278.8261,254568.23,1677.55,256245.78,2024-05-20,2024-05-20T09:41:23,2024-05-21,confirmed,NYSE,2024-05-20T09:41:23
bf8612d2-6da3-41c2-b44a-945cbff7a6c8,TRD10145801,367c6232-7644-464d-84c1-fde63a59792e,f5cfcb94-8c85-4975-bcde-01e519404916,d1b6726f-786f-4e8f-ad65-2e422e01ccf5,11d61dc2-b290-4732-868d-f8adb45555e4,buy,415,198.8958,82541.76,1011.95,83553.71,2024-04-29,2024-04-29T14:41:05,2024-05-02,confirmed,Deutsche Börse,2024-04-29T14:41:05
8ce4f9f9-0bc7-4131-80d4-a868aa78527b,TRD66682016,afc57360-9ed3-4c76-90a9-e1e5a45e6028,fc606292-9d79-447b-9459-b7b7bd1087ae,08ec4439-4afe-4e8b-b8bf-953e0812b040,46e50284-1f79-4347-ba2b-6779013e2f0b,buy,617,354.6456,218816.34,2582.0,221398.34,2024-01-05,2024-01-05T09:44:21,2024-01-08,confirmed,NYSE,2024-01-05T09:44:21
b9948662-6e6b-46d6-9d03-3aece9307d9a,TRD28405182,3700f0d7-0e9c-42b9-a7b2-d9b7004d05fd,306e1a99-9eca-40f0-aed3-640e050e6ebb,79ec2ccc-beff-411c-b42b-5b9e9c82d8cc,6de90c40-f135-4812-adba-2f2325204007,buy,130034,164.6627,21411749.53,34176.26,21445925.79,2024-02-22,2024-02-22T09:20:23,2024-02-26,confirmed,Deutsche Börse,2024-02-22T09:20:23
2d4f1c9b-ae01-47f1-be50-85fdec503e4e,TRD30317091,9fddc21a-c78c-4594-b455-2d79dd54ebc9,de23df79-cc74-488c-af1f-a6d6009dfd43,33f5121b-4b6d-46d7-b118-c95e870d0604,25d1904e-fcf1-4189-8dca-62bc314332d1,buy,80,343.786,27502.88,139.85,27642.73,2024-03-25,2024-03-25T12:22:46,2024-03-26,confirmed,BATS,2024-03-25T12:22:46
1bb2798b-ba72-4a94-b291-aa65e83c30f1,TRD67631581,da8a96e5-18e4-4bc3-bdc8-697926a6818f,749c0f1c-a661-4a8a-8b1f-25880a0d795a,865e541d-1bc8-4767-9dfc-8de2eb91918c,bc8de54c-af0d-4dd4-9c3a-b5e34421a5c3,buy,98,512.2556,50201.05,321.29,50522.34,2024-03-04,2024-03-04T13:46:24,2024-03-05,confirmed,NASDAQ,2024-03-04T13:46:24
26b41949-d655-466f-a20f-67927b6b5074,TRD98369672,01e4f824-3076-4898-ad48-7da5ef8ed507,80728818-604f-4b08-8618-f59ba20a1cb3,30f2ba30-409a-40bb-8e4a-01bbebce4001,25d1904e-fcf1-4189-8dca-62bc314332d1,buy,293,374.4796,109722.52,820.91,110543.43,2024-11-07,2024-11-07T11:49:44,2024-11-08,confirmed,NYSE,2024-11-07T11:49:44
591fbe0b-eacf-4923-aba8-e5edd5496855,TRD95641960,f4a44080-d052-43ec-9758-b61840bcb4f5,f44665ec-db32-45c7-b41d-ee5edb85c687,865e541d-1bc8-4767-9dfc-8de2eb91918c,6de90c40-f135-4812-adba-2f2325204007,buy,775,307.8874,238612.74,2734.91,241347.65,2024-05-02,2024-05-02T12:24:07,2024-05-03,confirmed,NASDAQ,2024-05-02T12:24:07
3c1f37a3-a740-4a69-902d-5c33ebaad38f,TRD73218512,0780e5a2-76f5-44dc-b075-c0dae762c277,005cf9f5-331f-459a-b814-9730e4b268d9,2e9e2433-834b-467f-9663-9731cb4a3b2a,1ea13b3a-b518-488c-b749-c28af0130643,buy,379,3374.3312,1278871.52,8082.25,1286953.77,2024-10-18,2024-10-18T12:23:34,2024-10-22,confirmed,Osaka Exchange,2024-10-18T12:23:34
70020cd5-6c3f-48fb-b96a-d26b2608ba8a,TRD77249653,f91fc108-f760-4540-b767-5d51cd42f458,5fee9298-f592-4799-93c8-740bd27294bc,41ecd9b0-b653-4598-b288-32f8ba471a2d,08ec4439-4afe-4e8b-b8bf-953e0812b040,buy,17231,154.4689,2661653.62,1489.83,2663143.45,2024-01-31,2024-01-31T14:32:18,2024-02-02,confirmed,London Stock Exchange,2024-01-31T14:32:18
